총_회원수,구독자수,비구독자수,구독율(%),전체_재구매율(%),평균_AOV(원),재구매Uplift_평균(%p),"매출Uplift_평균(원, RF)",Tier1_최우선_타겟수,Tier2_매출리스크주의_타겟수,Tier3_보조신호_타겟수,Tier1_100퍼센트전환시_14일매출증가(원),Tier2_100퍼센트전환시_14일매출증가(원),Tier3_100퍼센트전환시_14일매출증가(원)
12300,1714,8276,17.2,33.9,37576,0.68,-621,418,95,1958,3027009,-1035869,5656971
