회원번호,recency_days,구독자_상태,frequency,monetary,aov,regularity_cv,age_band_h4,gender_h4,region_tier,가격구간
922081216,288,이탈위험(90일+),1,239494,239494.0,0.8033725722674212,30s,F,Tier1_새벽배송가능권(가정),Q4_고가
430183680,288,이탈위험(90일+),1,34931,34931.0,0.8033725722674212,40s,F,Tier1_새벽배송가능권(가정),Q3
470358656,286,이탈위험(90일+),1,23356,23356.0,0.8033725722674212,50s,F,Tier2_익일배송표준권(가정),Q2
1549524288,285,이탈위험(90일+),1,36966,36966.0,0.8033725722674212,<30,F,Tier3_배송취약권(가정),Q3
94050944,284,이탈위험(90일+),1,56284,56284.0,0.8033725722674212,60+,F,Tier3_배송취약권(가정),Q4_고가
578672960,283,이탈위험(90일+),1,3829,3829.0,0.8033725722674212,30s,F,Tier1_새벽배송가능권(가정),Q1_저가
1529798720,283,이탈위험(90일+),1,26037,26037.0,0.8033725722674212,<30,F,Tier3_배송취약권(가정),Q2
1392046400,282,이탈위험(90일+),1,21442,21442.0,0.8033725722674212,<30,F,Tier2_익일배송표준권(가정),Q2
1373465984,282,이탈위험(90일+),1,45180,45180.0,0.8033725722674212,40s,F,Tier3_배송취약권(가정),Q3
1101684480,282,이탈위험(90일+),1,31205,31205.0,0.8033725722674212,<30,F,Tier1_새벽배송가능권(가정),Q3
53372992,281,이탈위험(90일+),1,51210,51210.0,0.8033725722674212,40s,F,Tier1_새벽배송가능권(가정),Q4_고가
764330496,281,이탈위험(90일+),1,11678,11678.0,0.8033725722674212,30s,F,Tier3_배송취약권(가정),Q1_저가
159358016,281,이탈위험(90일+),1,3829,3829.0,0.8033725722674212,50s,F,Tier3_배송취약권(가정),Q1_저가
673739136,279,이탈위험(90일+),1,45180,45180.0,0.8033725722674212,50s,F,Tier3_배송취약권(가정),Q3
67367232,278,이탈위험(90일+),1,16273,16273.0,0.8033725722674212,60+,F,Tier1_새벽배송가능권(가정),Q1_저가
701833408,277,이탈위험(90일+),1,18378,18378.0,0.8033725722674212,40s,F,Tier3_배송취약권(가정),Q1_저가
1238024384,276,이탈위험(90일+),1,18378,18378.0,0.8033725722674212,30s,F,Tier1_새벽배송가능권(가정),Q1_저가
1095650624,276,이탈위험(90일+),1,23356,23356.0,0.8033725722674212,<30,F,Tier2_익일배송표준권(가정),Q2
664965824,276,이탈위험(90일+),1,76768,76768.0,0.8033725722674212,30s,F,Tier1_새벽배송가능권(가정),Q4_고가
383921024,275,이탈위험(90일+),1,13018,13018.0,0.8033725722674212,40s,F,Tier3_배송취약권(가정),Q1_저가
200349632,275,이탈위험(90일+),1,48052,48052.0,0.8033725722674212,30s,F,Tier1_새벽배송가능권(가정),Q4_고가
1537812928,275,이탈위험(90일+),1,29387,29387.0,0.8033725722674212,50s,F,Tier3_배송취약권(가정),Q2
478977920,274,이탈위험(90일+),1,39246,39246.0,0.8033725722674212,50s,F,Tier3_배송취약권(가정),Q3
117564608,274,이탈위험(90일+),1,28716,28716.0,0.8033725722674212,60+,F,Tier1_새벽배송가능권(가정),Q2
554155200,274,이탈위험(90일+),5,204345,40869.0,0.9521904571390468,50s,F,Tier1_새벽배송가능권(가정),Q3
978514752,272,이탈위험(90일+),1,6509,6509.0,0.8033725722674212,60+,F,Tier3_배송취약권(가정),Q1_저가
1124975424,272,이탈위험(90일+),1,2010,2010.0,0.8033725722674212,<30,F,Tier3_배송취약권(가정),Q1_저가
243679808,272,이탈위험(90일+),1,56953,56953.0,0.8033725722674212,40s,F,Tier2_익일배송표준권(가정),Q4_고가
1542621824,271,이탈위험(90일+),2,58389,29194.5,0.8033725722674212,<30,F,Tier1_새벽배송가능권(가정),Q2
237606976,271,이탈위험(90일+),1,67865,67865.0,0.8033725722674212,30s,F,Tier1_새벽배송가능권(가정),Q4_고가
602344384,270,이탈위험(90일+),1,12347,12347.0,0.8033725722674212,30s,F,Tier3_배송취약권(가정),Q1_저가
301570304,270,이탈위험(90일+),1,27981,27981.0,0.8033725722674212,30s,F,Tier3_배송취약권(가정),Q2
685287168,269,이탈위험(90일+),1,45180,45180.0,0.8033725722674212,40s,F,Tier3_배송취약권(가정),Q3
768903680,268,이탈위험(90일+),1,19718,19718.0,0.8033725722674212,40s,F,Tier2_익일배송표준권(가정),Q2
746143552,267,이탈위험(90일+),1,48149,48149.0,0.8033725722674212,60+,F,Tier3_배송취약권(가정),Q4_고가
1554346176,267,이탈위험(90일+),1,22782,22782.0,0.8033725722674212,40s,F,Tier1_새벽배송가능권(가정),Q2
766422208,267,이탈위험(90일+),1,7275,7275.0,0.8033725722674212,50s,F,Tier3_배송취약권(가정),Q1_저가
525801088,266,이탈위험(90일+),2,196610,98305.0,0.8033725722674212,30s,F,Tier2_익일배송표준권(가정),Q4_고가
851857600,266,이탈위험(90일+),1,3446,3446.0,0.8033725722674212,50s,F,Tier1_새벽배송가능권(가정),Q1_저가
145087232,266,이탈위험(90일+),1,14262,14262.0,0.8033725722674212,60+,F,Tier2_익일배송표준권(가정),Q1_저가
747453888,265,이탈위험(90일+),1,61644,61644.0,0.8033725722674212,30s,M,Tier3_배송취약권(가정),Q4_고가
848945536,263,이탈위험(90일+),2,195556,97778.0,0.8033725722674212,30s,F,Tier3_배송취약권(가정),Q4_고가
656572992,262,이탈위험(90일+),1,13209,13209.0,0.8033725722674212,30s,F,Tier1_새벽배송가능권(가정),Q1_저가
635952832,261,이탈위험(90일+),1,23930,23930.0,0.8033725722674212,60+,F,Tier3_배송취약권(가정),Q2
1278650368,261,이탈위험(90일+),1,38002,38002.0,0.8033725722674212,30s,F,Tier1_새벽배송가능권(가정),Q3
1086220288,261,이탈위험(90일+),1,5169,5169.0,0.8033725722674212,30s,F,Tier1_새벽배송가능권(가정),Q1_저가
1406150144,260,이탈위험(90일+),1,47669,47669.0,0.8033725722674212,<30,F,Tier3_배송취약권(가정),Q4_고가
1554743360,258,이탈위험(90일+),2,20292,10146.0,0.8033725722674212,40s,M,Tier3_배송취약권(가정),Q1_저가
692904192,258,이탈위험(90일+),1,55135,55135.0,0.8033725722674212,50s,F,Tier1_새벽배송가능권(가정),Q4_고가
637443200,258,이탈위험(90일+),1,70833,70833.0,0.8033725722674212,30s,F,Tier3_배송취약권(가정),Q4_고가
963776256,258,이탈위험(90일+),1,67483,67483.0,0.8033725722674212,30s,F,Tier3_배송취약권(가정),Q4_고가
547068992,257,이탈위험(90일+),1,9859,9859.0,0.8033725722674212,30s,F,Tier1_새벽배송가능권(가정),Q1_저가
611900928,257,이탈위험(90일+),1,23930,23930.0,0.8033725722674212,60+,F,Tier3_배송취약권(가정),Q2
1105229440,256,이탈위험(90일+),6,259327,43221.16666666666,1.116091269664906,<30,F,Tier3_배송취약권(가정),Q3
1253423616,256,이탈위험(90일+),1,55326,55326.0,0.8033725722674212,30s,F,Tier2_익일배송표준권(가정),Q4_고가
1185109824,256,이탈위험(90일+),1,4595,4595.0,0.8033725722674212,<30,F,Tier3_배송취약권(가정),Q1_저가
643562432,256,이탈위험(90일+),1,5552,5552.0,0.8033725722674212,60+,F,Tier3_배송취약권(가정),Q1_저가
624419648,256,이탈위험(90일+),1,15507,15507.0,0.8033725722674212,<30,F,Tier2_익일배송표준권(가정),Q1_저가
477463424,256,이탈위험(90일+),1,99550,99550.0,0.8033725722674212,60+,F,Tier2_익일배송표준권(가정),Q4_고가
1210436800,255,이탈위험(90일+),8,161892,20236.5,0.8782803166336993,40s,F,Tier3_배송취약권(가정),Q2
646543168,254,이탈위험(90일+),1,18379,18379.0,0.8033725722674212,50s,F,Tier2_익일배송표준권(가정),Q1_저가
1251881280,254,이탈위험(90일+),1,88178,88178.0,0.8033725722674212,40s,F,Tier2_익일배송표준권(가정),Q4_고가
840539712,253,이탈위험(90일+),2,31971,15985.5,0.8033725722674212,30s,F,Tier1_새벽배송가능권(가정),Q1_저가
1503178112,252,이탈위험(90일+),2,57011,28505.5,0.8033725722674212,30s,F,Tier2_익일배송표준권(가정),Q2
1498300544,252,이탈위험(90일+),1,11678,11678.0,0.8033725722674212,<30,F,Tier2_익일배송표준권(가정),Q1_저가
766149376,252,이탈위험(90일+),1,22016,22016.0,0.8033725722674212,30s,F,Tier1_새벽배송가능권(가정),Q2
1246578688,252,이탈위험(90일+),1,13209,13209.0,0.8033725722674212,30s,F,Tier1_새벽배송가능권(가정),Q1_저가
1073131776,251,이탈위험(90일+),2,159949,79974.5,0.8033725722674212,50s,F,Tier1_새벽배송가능권(가정),Q4_고가
199933888,251,이탈위험(90일+),2,93615,46807.5,0.8033725722674212,60+,F,Tier3_배송취약권(가정),Q4_고가
636496640,251,이탈위험(90일+),2,22399,11199.5,0.8033725722674212,30s,F,Tier1_새벽배송가능권(가정),Q1_저가
1540832640,251,이탈위험(90일+),1,23164,23164.0,0.8033725722674212,50s,F,Tier2_익일배송표준권(가정),Q2
514626112,251,이탈위험(90일+),1,30057,30057.0,0.8033725722674212,40s,M,Tier2_익일배송표준권(가정),Q3
1378592256,250,이탈위험(90일+),1,14550,14550.0,0.8033725722674212,50s,F,Tier3_배송취약권(가정),Q1_저가
217035072,248,이탈위험(90일+),1,47095,47095.0,0.8033725722674212,40s,F,Tier3_배송취약권(가정),Q4_고가
1500999168,248,이탈위험(90일+),1,31492,31492.0,0.8033725722674212,<30,F,Tier3_배송취약권(가정),Q3
716213696,247,이탈위험(90일+),1,48339,48339.0,0.8033725722674212,30s,F,Tier3_배송취약권(가정),Q4_고가
1479387904,247,이탈위험(90일+),1,23930,23930.0,0.8033725722674212,<30,F,Tier2_익일배송표준권(가정),Q2
747283136,247,이탈위험(90일+),1,160427,160427.0,0.8033725722674212,30s,F,Tier1_새벽배송가능권(가정),Q4_고가
766854656,246,이탈위험(90일+),1,35225,35225.0,0.8033725722674212,30s,M,Tier1_새벽배송가능권(가정),Q3
207736512,246,이탈위험(90일+),1,44032,44032.0,0.8033725722674212,40s,F,Tier2_익일배송표준권(가정),Q3
1345952640,246,이탈위험(90일+),1,73514,73514.0,0.8033725722674212,30s,F,Tier3_배송취약권(가정),Q4_고가
518197056,245,이탈위험(90일+),1,70833,70833.0,0.8033725722674212,40s,F,Tier3_배송취약권(가정),Q4_고가
54119104,245,이탈위험(90일+),2,38671,19335.5,0.8033725722674212,40s,F,Tier2_익일배송표준권(가정),Q2
432978816,244,이탈위험(90일+),1,137455,137455.0,0.8033725722674212,50s,F,Tier2_익일배송표준권(가정),Q4_고가
364353216,244,이탈위험(90일+),1,181295,181295.0,0.8033725722674212,30s,F,Tier1_새벽배송가능권(가정),Q4_고가
1539088000,240,이탈위험(90일+),3,125871,41957.0,0.4714045207910317,<30,F,Tier2_익일배송표준권(가정),Q3
1391207488,240,이탈위험(90일+),2,152770,76385.0,0.8033725722674212,30s,F,Tier3_배송취약권(가정),Q4_고가
1013851136,240,이탈위험(90일+),1,37427,37427.0,0.8033725722674212,60+,F,Tier2_익일배송표준권(가정),Q3
1346349824,238,이탈위험(90일+),1,12061,12061.0,0.8033725722674212,30s,F,Tier1_새벽배송가능권(가정),Q1_저가
999739968,238,이탈위험(90일+),1,16464,16464.0,0.8033725722674212,30s,F,Tier3_배송취약권(가정),Q1_저가
53157696,238,이탈위험(90일+),1,22782,22782.0,0.8033725722674212,50s,F,Tier3_배송취약권(가정),Q2
435167040,238,이탈위험(90일+),1,97635,97635.0,0.8033725722674212,60+,F,Tier3_배송취약권(가정),Q4_고가
1533956160,238,이탈위험(90일+),1,32545,32545.0,0.8033725722674212,50s,F,Tier1_새벽배송가능권(가정),Q3
764948544,238,이탈위험(90일+),2,72364,36182.0,0.8033725722674212,30s,F,Tier3_배송취약권(가정),Q3
722032256,238,이탈위험(90일+),1,28945,28945.0,0.8033725722674212,60+,F,Tier1_새벽배송가능권(가정),Q2
1516012352,237,이탈위험(90일+),1,19527,19527.0,0.8033725722674212,<30,M,Tier3_배송취약권(가정),Q2
1034790528,236,이탈위험(90일+),3,46330,15443.333333333334,0.1844626385704036,50s,F,Tier2_익일배송표준권(가정),Q1_저가
371751232,236,이탈위험(90일+),3,54465,18155.0,0.3214121732666125,30s,F,Tier3_배송취약권(가정),Q1_저가
276091136,236,이탈위험(90일+),1,7083,7083.0,0.8033725722674212,50s,F,Tier2_익일배송표준권(가정),Q1_저가
767971968,234,이탈위험(90일+),1,25079,25079.0,0.8033725722674212,30s,F,Tier1_새벽배송가능권(가정),Q2
242729536,234,이탈위험(90일+),1,34076,34076.0,0.8033725722674212,40s,M,Tier1_새벽배송가능권(가정),Q3
613521216,233,이탈위험(90일+),2,25269,12634.5,0.8033725722674212,60+,F,Tier3_배송취약권(가정),Q1_저가
1372957440,233,이탈위험(90일+),1,24122,24122.0,0.8033725722674212,<30,F,Tier3_배송취약권(가정),Q2
999261120,233,이탈위험(90일+),1,11869,11869.0,0.8033725722674212,30s,F,Tier1_새벽배송가능권(가정),Q1_저가
180581376,232,이탈위험(90일+),3,147315,49105.0,1.1133170597405218,30s,F,Tier3_배송취약권(가정),Q4_고가
443223936,232,이탈위험(90일+),1,34460,34460.0,0.8033725722674212,30s,F,Tier3_배송취약권(가정),Q3
1229377280,231,이탈위험(90일+),12,269070,22422.5,0.6948343011563289,50s,F,Tier1_새벽배송가능권(가정),Q2
547258304,231,이탈위험(90일+),1,45371,45371.0,0.8033725722674212,<30,F,Tier3_배송취약권(가정),Q3
609900160,230,이탈위험(90일+),8,419737,52467.125,1.074328408786016,30s,F,Tier2_익일배송표준권(가정),Q4_고가
1388124672,230,이탈위험(90일+),1,36279,36279.0,0.8033725722674212,<30,F,Tier2_익일배송표준권(가정),Q3
373221184,229,이탈위험(90일+),1,16464,16464.0,0.8033725722674212,30s,F,Tier3_배송취약권(가정),Q1_저가
453704768,227,이탈위험(90일+),2,225900,112950.0,0.8033725722674212,60+,F,Tier1_새벽배송가능권(가정),Q4_고가
383163776,226,이탈위험(90일+),1,35226,35226.0,0.8033725722674212,40s,F,Tier1_새벽배송가능권(가정),Q3
247007616,226,이탈위험(90일+),1,4977,4977.0,0.8033725722674212,50s,F,Tier3_배송취약권(가정),Q1_저가
1460996800,225,이탈위험(90일+),1,44031,44031.0,0.8033725722674212,60+,M,Tier1_새벽배송가능권(가정),Q3
543462784,225,이탈위험(90일+),4,84042,21010.5,0.8439649912383281,30s,F,Tier1_새벽배송가능권(가정),Q2
843702336,225,이탈위험(90일+),1,33694,33694.0,0.8033725722674212,30s,F,Tier2_익일배송표준권(가정),Q3
513573760,224,이탈위험(90일+),5,180338,36067.6,1.1512819584314389,30s,F,Tier3_배송취약권(가정),Q3
86953600,224,이탈위험(90일+),1,28525,28525.0,0.8033725722674212,60+,F,Tier3_배송취약권(가정),Q2
204638848,224,이탈위험(90일+),1,10912,10912.0,0.8033725722674212,40s,F,Tier1_새벽배송가능권(가정),Q1_저가
343883392,223,이탈위험(90일+),1,28046,28046.0,0.8033725722674212,30s,F,Tier1_새벽배송가능권(가정),Q2
472242496,223,이탈위험(90일+),1,26036,26036.0,0.8033725722674212,30s,F,Tier3_배송취약권(가정),Q2
457520704,223,이탈위험(90일+),7,169617,24231.0,0.9201492032344634,40s,F,Tier2_익일배송표준권(가정),Q2
1391697472,222,이탈위험(90일+),3,240163,80054.33333333333,0.8586296628693791,30s,F,Tier1_새벽배송가능권(가정),Q4_고가
69501632,222,이탈위험(90일+),2,64993,32496.5,0.8033725722674212,50s,F,Tier3_배송취약권(가정),Q3
1251979648,222,이탈위험(90일+),1,23356,23356.0,0.8033725722674212,30s,F,Tier3_배송취약권(가정),Q2
458738240,222,이탈위험(90일+),2,90744,45372.0,0.8033725722674212,30s,F,Tier3_배송취약권(가정),Q3
563704320,221,이탈위험(90일+),1,95531,95531.0,0.8033725722674212,60+,F,Tier3_배송취약권(가정),Q4_고가
761949248,221,이탈위험(90일+),2,89020,44510.0,0.8033725722674212,30s,F,Tier1_새벽배송가능권(가정),Q3
752431680,220,이탈위험(90일+),1,55518,55518.0,0.8033725722674212,30s,F,Tier1_새벽배송가능권(가정),Q4_고가
664305088,220,이탈위험(90일+),1,18761,18761.0,0.8033725722674212,30s,F,Tier1_새벽배송가능권(가정),Q2
546116864,219,이탈위험(90일+),1,44512,44512.0,0.8033725722674212,30s,F,Tier3_배송취약권(가정),Q3
126458560,219,이탈위험(90일+),1,4595,4595.0,0.8033725722674212,40s,F,Tier3_배송취약권(가정),Q1_저가
1568631808,219,이탈위험(90일+),1,40776,40776.0,0.8033725722674212,40s,F,Tier2_익일배송표준권(가정),Q3
562301184,218,이탈위험(90일+),1,36757,36757.0,0.8033725722674212,30s,F,Tier2_익일배송표준권(가정),Q3
388767040,218,이탈위험(90일+),1,105580,105580.0,0.8033725722674212,50s,F,Tier2_익일배송표준권(가정),Q4_고가
1084557312,217,이탈위험(90일+),1,13975,13975.0,0.8033725722674212,30s,F,Tier1_새벽배송가능권(가정),Q1_저가
643308160,217,이탈위험(90일+),1,46521,46521.0,0.8033725722674212,30s,F,Tier1_새벽배송가능권(가정),Q3
378861568,217,이탈위험(90일+),3,42309,14103.0,1.1966422450849266,40s,F,Tier1_새벽배송가능권(가정),Q1_저가
1029415552,216,이탈위험(90일+),1,27089,27089.0,0.8033725722674212,30s,F,Tier1_새벽배송가능권(가정),Q2
476038016,216,이탈위험(90일+),1,79543,79543.0,0.8033725722674212,40s,F,Tier3_배송취약권(가정),Q4_고가
593164608,216,이탈위험(90일+),2,20101,10050.5,0.8033725722674212,50s,F,Tier1_새벽배송가능권(가정),Q1_저가
271484544,215,이탈위험(90일+),11,345937,31448.81818181818,0.8470288865037835,40s,F,Tier3_배송취약권(가정),Q3
853032448,215,이탈위험(90일+),1,55518,55518.0,0.8033725722674212,30s,F,Tier3_배송취약권(가정),Q4_고가
1444534080,215,이탈위험(90일+),1,9189,9189.0,0.8033725722674212,40s,M,Tier3_배송취약권(가정),Q1_저가
1458210944,215,이탈위험(90일+),3,176509,58836.333333333336,1.3310245292923248,30s,F,Tier3_배송취약권(가정),Q4_고가
731657472,215,이탈위험(90일+),3,47573,15857.666666666666,0.582323231565392,40s,F,Tier3_배송취약권(가정),Q1_저가
772350272,214,이탈위험(90일+),1,96869,96869.0,0.8033725722674212,30s,F,Tier1_새벽배송가능권(가정),Q4_고가
1486984512,214,이탈위험(90일+),1,48243,48243.0,0.8033725722674212,<30,F,Tier3_배송취약권(가정),Q4_고가
1543252864,214,이탈위험(90일+),2,193547,96773.5,0.8033725722674212,<30,F,Tier3_배송취약권(가정),Q4_고가
1462986432,212,이탈위험(90일+),2,72174,36087.0,0.8033725722674212,30s,F,Tier3_배송취약권(가정),Q3
1479749824,211,이탈위험(90일+),12,728627,60718.91666666666,0.6194138111051085,<30,F,Tier2_익일배송표준권(가정),Q4_고가
755657408,211,이탈위험(90일+),5,133146,26629.2,0.4754649275679271,30s,F,Tier2_익일배송표준권(가정),Q2
746748608,210,이탈위험(90일+),1,16272,16272.0,0.8033725722674212,30s,F,Tier1_새벽배송가능권(가정),Q1_저가
495125120,210,이탈위험(90일+),1,36757,36757.0,0.8033725722674212,30s,F,Tier1_새벽배송가능권(가정),Q3
1448346304,208,이탈위험(90일+),10,157556,15755.6,0.7085902010654813,30s,M,Tier2_익일배송표준권(가정),Q1_저가
1458558016,208,이탈위험(90일+),2,52861,26430.5,0.8033725722674212,<30,F,Tier2_익일배송표준권(가정),Q2
425836928,208,이탈위험(90일+),3,78300,26100.0,0.565685424949238,30s,F,Tier2_익일배송표준권(가정),Q2
279587840,208,이탈위험(90일+),3,24504,8168.0,0.4351426345763369,40s,F,Tier3_배송취약권(가정),Q1_저가
1290118592,208,이탈위험(90일+),2,40011,20005.5,0.8033725722674212,30s,F,Tier1_새벽배송가능권(가정),Q2
625273408,206,이탈위험(90일+),1,35895,35895.0,0.8033725722674212,30s,F,Tier2_익일배송표준권(가정),Q3
808295424,206,이탈위험(90일+),2,55135,27567.5,0.8033725722674212,30s,M,Tier2_익일배송표준권(가정),Q2
596416320,205,이탈위험(90일+),4,57815,14453.75,1.2721991300508595,40s,F,Tier3_배송취약권(가정),Q1_저가
227476928,204,이탈위험(90일+),3,11486,3828.6666666666665,1.3713586059375469,40s,F,Tier2_익일배송표준권(가정),Q1_저가
1549143808,204,이탈위험(90일+),3,64038,21346.0,0.6208742468955051,30s,F,Tier3_배송취약권(가정),Q2
1570632576,204,이탈위험(90일+),1,7179,7179.0,0.8033725722674212,50s,F,Tier1_새벽배송가능권(가정),Q1_저가
733788160,203,이탈위험(90일+),1,66526,66526.0,0.8033725722674212,60+,F,Tier1_새벽배송가능권(가정),Q4_고가
419118208,203,이탈위험(90일+),4,162439,40609.75,0.9662678041763344,50s,F,Tier3_배송취약권(가정),Q3
821357952,203,이탈위험(90일+),1,12061,12061.0,0.8033725722674212,30s,F,Tier1_새벽배송가능권(가정),Q1_저가
143077184,203,이탈위험(90일+),4,63749,15937.25,0.6714395169564775,30s,F,Tier3_배송취약권(가정),Q1_저가
475716928,203,이탈위험(90일+),3,492768,164256.0,1.3678459045903708,50s,F,Tier3_배송취약권(가정),Q4_고가
999624896,202,이탈위험(90일+),2,21824,10912.0,0.8033725722674212,40s,F,Tier3_배송취약권(가정),Q1_저가
680305664,202,이탈위험(90일+),3,52072,17357.333333333332,0.2749859704614351,30s,F,Tier2_익일배송표준권(가정),Q1_저가
1372022016,201,이탈위험(90일+),1,26802,26802.0,0.8033725722674212,<30,F,Tier2_익일배송표준권(가정),Q2
52480256,201,이탈위험(90일+),1,42117,42117.0,0.8033725722674212,40s,F,Tier2_익일배송표준권(가정),Q3
765791168,200,이탈위험(90일+),1,22973,22973.0,0.8033725722674212,30s,F,Tier2_익일배송표준권(가정),Q2
309747840,200,이탈위험(90일+),2,27569,13784.5,0.8033725722674212,30s,F,Tier3_배송취약권(가정),Q1_저가
1085078848,200,이탈위험(90일+),3,225519,75173.0,0.7071067811865476,50s,M,Tier3_배송취약권(가정),Q4_고가
423080768,200,이탈위험(90일+),2,57623,28811.5,0.8033725722674212,40s,F,Tier1_새벽배송가능권(가정),Q2
1024762560,200,이탈위험(90일+),1,4020,4020.0,0.8033725722674212,30s,F,Tier2_익일배송표준권(가정),Q1_저가
446603712,200,이탈위험(90일+),2,179438,89719.0,0.8033725722674212,<30,F,Tier2_익일배송표준권(가정),Q4_고가
361147904,199,이탈위험(90일+),3,68727,22909.0,0.0404061017820884,30s,F,Tier3_배송취약권(가정),Q2
1474937216,199,이탈위험(90일+),1,15315,15315.0,0.8033725722674212,<30,M,Tier1_새벽배송가능권(가정),Q1_저가
766717312,198,이탈위험(90일+),1,14167,14167.0,0.8033725722674212,30s,F,Tier1_새벽배송가능권(가정),Q1_저가
238434752,198,이탈위험(90일+),1,40011,40011.0,0.8033725722674212,40s,F,Tier3_배송취약권(가정),Q3
1201897344,198,이탈위험(90일+),1,31396,31396.0,0.8033725722674212,50s,F,Tier3_배송취약권(가정),Q3
888363264,196,이탈위험(90일+),1,27854,27854.0,0.8033725722674212,30s,F,Tier2_익일배송표준권(가정),Q2
1028496832,195,이탈위험(90일+),1,105484,105484.0,0.8033725722674212,<30,F,Tier2_익일배송표준권(가정),Q4_고가
331201344,194,이탈위험(90일+),1,48702,48702.0,0.8033725722674212,60+,F,Tier3_배송취약권(가정),Q4_고가
47663936,193,이탈위험(90일+),1,18761,18761.0,0.8033725722674212,50s,F,Tier1_새벽배송가능권(가정),Q2
849420672,193,이탈위험(90일+),6,217899,36316.5,1.3487789029189363,40s,F,Tier3_배송취약권(가정),Q3
1251413568,191,이탈위험(90일+),1,20111,20111.0,0.8033725722674212,30s,F,Tier1_새벽배송가능권(가정),Q2
757279552,191,이탈위험(90일+),1,16656,16656.0,0.8033725722674212,40s,F,Tier3_배송취약권(가정),Q1_저가
562538752,191,이탈위험(90일+),6,501672,83612.0,1.2158020411130277,50s,F,Tier3_배송취약권(가정),Q4_고가
209497856,191,이탈위험(90일+),1,26802,26802.0,0.8033725722674212,40s,F,Tier3_배송취약권(가정),Q2
1134860480,190,이탈위험(90일+),2,75045,37522.5,0.8033725722674212,50s,F,Tier2_익일배송표준권(가정),Q3
479209920,188,이탈위험(90일+),2,139273,69636.5,0.8033725722674212,50s,F,Tier1_새벽배송가능권(가정),Q4_고가
1304673344,188,이탈위험(90일+),1,48913,48913.0,0.8033725722674212,<30,F,Tier1_새벽배송가능권(가정),Q4_고가
1335403136,187,이탈위험(90일+),5,227814,45562.8,0.5624234177371669,<30,F,Tier3_배송취약권(가정),Q3
1333719744,186,이탈위험(90일+),1,73896,73896.0,0.8033725722674212,50s,F,Tier2_익일배송표준권(가정),Q4_고가
235621056,186,이탈위험(90일+),5,62601,12520.2,0.3112406597784417,30s,F,Tier3_배송취약권(가정),Q1_저가
142852608,186,이탈위험(90일+),3,518520,172840.0,0.7071067811865475,50s,F,Tier2_익일배송표준권(가정),Q4_고가
1227771840,184,이탈위험(90일+),2,48818,24409.0,0.8033725722674212,<30,F,Tier1_새벽배송가능권(가정),Q2
594628992,184,이탈위험(90일+),1,26610,26610.0,0.8033725722674212,30s,F,Tier2_익일배송표준권(가정),Q2
1578236608,183,이탈위험(90일+),1,30363,30363.0,0.8033725722674212,40s,F,Tier3_배송취약권(가정),Q3
765598144,183,이탈위험(90일+),1,10338,10338.0,0.8033725722674212,40s,F,Tier3_배송취약권(가정),Q1_저가
120020096,182,이탈위험(90일+),3,86722,28907.33333333333,1.131370849898476,30s,F,Tier1_새벽배송가능권(가정),Q2
1386268672,182,이탈위험(90일+),1,46903,46903.0,0.8033725722674212,<30,F,Tier2_익일배송표준권(가정),Q4_고가
855547328,181,이탈위험(90일+),1,19623,19623.0,0.8033725722674212,30s,F,Tier1_새벽배송가능권(가정),Q2
1308340800,181,이탈위험(90일+),1,165214,165214.0,0.8033725722674212,30s,M,Tier3_배송취약권(가정),Q4_고가
1314968576,181,이탈위험(90일+),1,71312,71312.0,0.8033725722674212,40s,F,Tier1_새벽배송가능권(가정),Q4_고가
799950848,181,이탈위험(90일+),1,12443,12443.0,0.8033725722674212,30s,F,Tier1_새벽배송가능권(가정),Q1_저가
1194490048,180,이탈위험(90일+),1,9572,9572.0,0.8033725722674212,30s,F,Tier2_익일배송표준권(가정),Q1_저가
1228996800,180,이탈위험(90일+),1,1149,1149.0,0.8033725722674212,30s,F,Tier3_배송취약권(가정),Q1_저가
1008080832,179,이탈위험(90일+),1,33119,33119.0,0.8033725722674212,50s,F,Tier2_익일배송표준권(가정),Q3
465254656,179,이탈위험(90일+),2,25844,12922.0,0.8033725722674212,30s,F,Tier3_배송취약권(가정),Q1_저가
1477648832,179,이탈위험(90일+),1,59347,59347.0,0.8033725722674212,50s,F,Tier3_배송취약권(가정),Q4_고가
769868800,179,이탈위험(90일+),2,305541,152770.5,0.8033725722674212,50s,F,Tier1_새벽배송가능권(가정),Q4_고가
1089369920,179,이탈위험(90일+),1,33886,33886.0,0.8033725722674212,<30,F,Tier3_배송취약권(가정),Q3
481435264,178,이탈위험(90일+),1,21059,21059.0,0.8033725722674212,60+,F,Tier3_배송취약권(가정),Q2
921951296,178,이탈위험(90일+),2,135157,67578.5,0.8033725722674212,40s,F,Tier1_새벽배송가능권(가정),Q4_고가
1344217280,178,이탈위험(90일+),1,38096,38096.0,0.8033725722674212,40s,F,Tier2_익일배송표준권(가정),Q3
166316160,177,이탈위험(90일+),1,39245,39245.0,0.8033725722674212,40s,F,Tier3_배송취약권(가정),Q3
968505344,176,이탈위험(90일+),1,29865,29865.0,0.8033725722674212,50s,F,Tier2_익일배송표준권(가정),Q2
1243687040,176,이탈위험(90일+),1,11486,11486.0,0.8033725722674212,30s,F,Tier1_새벽배송가능권(가정),Q1_저가
1568271744,176,이탈위험(90일+),1,12444,12444.0,0.8033725722674212,40s,F,Tier1_새벽배송가능권(가정),Q1_저가
