회원번호,가격구간,treatment_h4,uplift_revenue_enet,uplift_revenue_rf
439007104,Q4_고가,,-1320.2173060370696,2196.6667474527203
439040512,Q3,0.0,10071.22717550554,14545.594350137653
439059072,Q4_고가,,-7465.458209063287,2074.808642440337
439372736,Q2,0.0,6937.734462622262,12631.097073140307
439515648,Q2,1.0,-4244.052466745303,-4689.224737654376
439536064,Q3,0.0,-22304.663828003657,238.25169747241307
439665984,Q3,1.0,3470.0349263684366,1051.314520284921
439743936,Q1_저가,0.0,-3396.492398492639,-348.9836694628168
439768064,Q2,0.0,-3131.9405857117526,1766.880550515256
440207936,Q2,0.0,5934.3691627741355,16384.66035429309
440239488,Q3,,1984.0692882307667,2180.33825051822
440272896,Q3,1.0,-17783.043819980376,-6751.294861214512
440302592,Q2,0.0,910.4945918605663,3004.3381654943414
440319296,Q2,0.0,5863.703543907453,-5297.955241759687
440614400,Q3,0.0,-2291.1384687513255,8018.433046209385
440675648,Q1_저가,0.0,1559.361072575848,3542.461980162665
440913216,Q2,1.0,523.7868895359898,-631.9420999654501
441002304,Q2,0.0,-3454.3575228724403,5203.245507051762
441432896,Q2,0.0,7965.072422574878,22203.084544856072
441531264,Q3,,-3148.367686448346,591.1251348415444
441551680,Q4_고가,0.0,-2658.023068333634,-290.58524385515284
441744704,Q3,1.0,1201.4975093697467,-5350.642642243514
441813376,Q3,,8765.844717427259,922.3724627276388
441876480,Q1_저가,0.0,-1885.8340598635696,5735.262255504771
441980416,Q2,0.0,574.1331540275532,512.0333598803763
442112192,Q3,0.0,3865.0243047635304,-11802.356482787713
442316352,Q3,,494.9949099407895,-891.7710888165379
442451840,Q4_고가,1.0,-3263.352524475158,-2289.2568812391783
442509376,Q4_고가,0.0,-7876.669287434266,-6895.732206580027
442656000,Q3,0.0,-12544.018014290297,27827.26158223825
443129280,Q1_저가,,-2589.4982478549646,-444.78557859712873
443223936,Q3,1.0,741.349635896895,-784.2483531307612
443272192,Q4_고가,,-1029.1720845582313,-6249.645338582079
443387264,Q4_고가,0.0,-6902.098620040637,1024.248359224097
443424384,Q4_고가,0.0,-8461.421482326361,175.37980855550268
443530176,Q4_고가,0.0,-5543.78286225292,-7768.250021561078
443533888,Q3,0.0,3576.184711353344,-18705.776635005866
443546880,Q1_저가,0.0,59.14277427972047,-324.2619364649506
443635968,Q3,0.0,5162.95503687263,5524.006013629102
443674944,Q3,0.0,1090.8048599679787,83.8079748171931
444023872,Q3,0.0,63.29751432062403,-4093.397764211277
444315264,Q1_저가,0.0,-1470.5698130290439,3316.0079891360506
444354240,Q4_고가,0.0,-1934.459666348499,2389.418075567184
444491584,Q4_고가,0.0,533.6434268100274,2183.4725032502465
444504576,Q4_고가,1.0,-1600.82243880006,1989.1591064703312
444617792,Q4_고가,0.0,-81188.14678437274,-404019.4849499948
444760704,Q2,0.0,535.0824464089674,7579.7717916884285
445059520,Q2,,-1344.7844218686332,-158.4190525603417
445070656,Q1_저가,0.0,-5286.896447035706,-323.56223801225497
445115200,Q4_고가,1.0,3463.338370352212,304.98956533728415
445122624,Q3,1.0,4103.618889950725,3173.3971113452208
445131904,Q3,0.0,4214.985592964069,17090.57709419827
445156032,Q3,0.0,126.22929651084632,1119.791473530152
445224704,Q4_고가,1.0,3608.7662697429187,982.7976181323502
445272960,Q1_저가,0.0,-2078.4174023909363,2.2538784298053542
445360192,Q4_고가,0.0,3939.556325520178,5347.74186381192
445408448,Q2,1.0,1422.6359043796983,-4024.6294796590228
445772224,Q2,1.0,1650.4721044082835,-15159.145746533526
446329024,Q3,0.0,-3523.6192005804187,-9688.583738820489
446603712,Q4_고가,1.0,-1964.3310376018435,-7248.464127852523
446661248,Q1_저가,,-2160.3494324067833,-473.03357243751975
446967488,Q1_저가,0.0,135.03021039925443,866.543763874975
447071424,Q4_고가,,-9623.09757624902,-3580.9643408426964
447101120,Q2,0.0,-5813.305535282019,2102.8808702678675
447199488,Q3,0.0,8266.55894088803,-463.10568730998534
447503872,Q2,,-905.8732793829258,-3508.8464420029977
447524288,Q3,,13961.574045947127,33784.48857339544
447650496,Q2,1.0,-3155.125688806922,-863.3127661090045
447739584,Q2,,-4979.119983346944,-9853.674585861503
447754432,Q2,0.0,2552.702257038829,-8647.68936005533
447958592,Q3,0.0,-1263.1480289380597,-873.9952604654748
447960448,Q4_고가,0.0,1644.5394029592717,13780.947324480658
448255552,Q2,0.0,-854.1551611741088,-5632.195050586182
448439296,Q3,0.0,755.9347886261348,-787.7740205758332
448507968,Q1_저가,0.0,-782.4007569929709,4652.231394022543
448552512,Q4_고가,0.0,480.3466552639875,22328.07921950765
448610048,Q2,,2859.413220791612,-6338.754616064281
448814208,Q3,0.0,-2515.876922063828,-793.6966317292408
448932992,Q3,0.0,6111.2635101764245,-491.16586754911987
449265216,Q1_저가,0.0,2514.2103943833827,-374.5993997426831
449280064,Q1_저가,0.0,-1188.609150980512,1866.7862624885402
449489792,Q2,0.0,6631.248361326783,21910.672918479948
449710656,Q4_고가,0.0,1792.790857934051,-708.2601956488079
449714368,Q1_저가,0.0,-4570.661805782336,1828.0789890576352
449736640,Q1_저가,0.0,-2818.196838964821,2039.0974100938465
449777472,Q1_저가,0.0,5618.391965035829,-956.3264318280635
450096704,Q3,,10890.19998459275,13725.30626183263
450107840,Q2,0.0,-7764.8625992641355,-1199.705642884689
450451200,Q3,0.0,5281.024913851168,3963.123418337433
450462336,Q4_고가,0.0,-2677.737211443731,-887.6146955850127
450679488,Q2,0.0,3048.003683312705,1414.71504992476
450699904,Q2,0.0,-1805.2246310076735,-8006.015222459566
450831680,Q1_저가,0.0,7108.296191664667,-553.9206861946245
450863232,Q2,1.0,-3152.1110348331968,2817.9458080875065
450976448,Q3,1.0,7488.217392257749,11203.045056753603
450983872,Q4_고가,0.0,-71740.02757708856,-113210.04905627551
451046976,Q4_고가,0.0,949.0008930931799,3726.584470251979
451132352,Q1_저가,1.0,-3274.6427263747464,1881.5625654588794
451308672,Q1_저가,1.0,4056.4937477868116,1373.5490939235015
451340224,Q1_저가,0.0,3007.5351394188074,-326.6191873151831
451375488,Q2,0.0,9199.835962494424,1333.044904011118
451559232,Q3,0.0,4999.233150811167,1741.2597629241354
451566656,Q2,0.0,3468.3619046049425,7243.217886832605
451863616,Q4_고가,0.0,-970.493593966632,2499.7587931239104
451867328,Q4_고가,0.0,1647.8792611411336,-4813.1908512162845
451910016,Q1_저가,0.0,2764.085368374559,-467.8334376584071
452121600,Q2,0.0,3176.6926835326194,121.45068662269477
452323904,Q4_고가,0.0,922.2901063565878,-275.7343791405706
452600448,Q1_저가,0.0,-1662.2577150344769,-544.6894161278747
452626432,Q3,0.0,5465.437039423647,10369.927186051827
452956800,Q4_고가,0.0,-1616.6499678111722,-12537.729031959847
453361408,Q3,0.0,871.5751677068183,1601.5869444715536
453379968,Q1_저가,0.0,-861.6632704201002,2214.928855215463
453439360,Q2,0.0,3338.878199171242,2379.8516955062273
453591552,Q4_고가,1.0,-1398.9895929002232,-14282.917422257247
453617536,Q3,0.0,126.3037640524708,-11175.753976933833
453704768,Q4_고가,1.0,-1563.1208477366636,-7482.637912533387
453747456,Q4_고가,0.0,-6176.639122586494,-4168.621762664785
453762304,Q3,1.0,4787.030061752641,1075.4203120024094
454289408,Q2,,-3877.2455003604846,489.65045854614254
454372928,Q1_저가,0.0,-1572.588416808012,-510.6069947863
454382208,Q1_저가,0.0,-3330.741572604031,-488.06608962262294
454469440,Q3,0.0,-3195.846020293433,2650.425627551718
454506560,Q3,0.0,5030.590164425477,-11532.48852583133
454888896,Q3,1.0,-22603.962199763744,4022.23099328448
455072640,Q4_고가,,-5514.3351515312825,-4499.740037049145
455081920,Q1_저가,,-1383.3921588803314,-544.6894161278747
455115328,Q3,0.0,11540.088442186934,-4173.691555373662
455219264,Q3,0.0,2582.404664255926,3301.7390953984504
455395584,Q2,0.0,1074.197482000869,-3947.387830890202
455737088,Q4_고가,1.0,-4134.391127750881,-9194.745079933666
455865152,Q2,,4219.346457645192,-212.62186259351597
455950528,Q2,0.0,-3257.1282201954346,-869.4117892068309
456182528,Q2,0.0,273.14928818980843,-3176.8016016489382
456284608,Q4_고가,0.0,-4594.468765028421,-2523.6027519902127
456295744,Q2,,-4076.4364989802743,1179.301081671928
456303168,Q1_저가,0.0,-5881.154622349153,-4401.731771533101
456373696,Q3,,2291.319434225723,-1127.7279057808523
456451648,Q3,1.0,2851.1740358098905,-6452.12683910146
456653952,Q3,0.0,-88.70456773740807,4095.5387918688944
456934208,Q1_저가,1.0,-2549.0110152620146,208.61612420075426
457327680,Q3,0.0,462.55515320203267,1856.6357427423063
457400064,Q4_고가,0.0,-549.194867790633,-17794.45893703404
457479872,Q1_저가,0.0,-791.5236639538962,968.7984918719976
457520704,Q2,1.0,-1092.140047877887,-4137.379148036025
457524416,Q4_고가,,-5518.894152934825,-619.3500258855843
457832512,Q2,,1742.4424833164394,-3096.9124717087216
458738240,Q3,1.0,-1087.2748650264293,-831.7175419862797
458741952,Q2,,3307.5772034294314,-58.103897318897
458842176,Q4_고가,0.0,-1494.4457767072454,-160.6056442964982
459053760,Q4_고가,0.0,-4558.4063866452925,-1041.5388374853658
459849984,Q4_고가,0.0,4454.801593647735,-10664.045918163498
460132096,Q3,1.0,7594.831773156864,1522.1860443255046
460293568,Q2,0.0,-106.43201674803277,1399.0409958879318
460377088,Q2,1.0,-5244.83294353426,846.1885909127905
460510720,Q4_고가,0.0,-8521.930513926884,100801.24745122326
460525568,Q4_고가,0.0,1330.04883393427,-703.0892499931012
460898624,Q1_저가,0.0,-691.8220993199466,-454.83192162066075
461006272,Q2,0.0,-86.07548848684382,2093.5017948258155
461167744,Q1_저가,0.0,-61.67993568723614,1409.8250216960787
461524096,Q1_저가,0.0,-1674.467471928645,292.81522648069404
461681856,Q4_고가,0.0,-2251.51027022583,-7876.039889235952
461737536,Q4_고가,0.0,931.126015013564,-16655.524483852118
461845184,Q2,0.0,-4899.79262775063,1544.522964495578
461897152,Q4_고가,1.0,-28013.344706154545,-219560.5186498267
461932416,Q4_고가,0.0,-3004.6788130266577,-1522.1475276119054
461941696,Q3,,4197.8923895438675,2493.928363505149
461965824,Q4_고가,0.0,-1582.8557593237347,-14787.050254271206
462264640,Q1_저가,,1518.6803919147096,-502.50460328900294
462442816,Q3,0.0,-420.3068961398312,3457.8912545056546
462478080,Q3,0.0,17.15020409642966,-147.75507554693513
462517056,Q4_고가,0.0,-9139.466035758582,31829.695864488138
462672960,Q3,0.0,6457.460461750234,-6890.938110257088
463029312,Q1_저가,0.0,-3561.2106202772447,3681.181849522697
463188928,Q3,0.0,4782.646800805196,1146.1655683498548
463190784,Q4_고가,0.0,-1014.3981509075966,10728.567121063177
463331840,Q4_고가,0.0,-89689.42794661451,-271497.78392948164
463350400,Q1_저가,0.0,4613.157387234285,6896.467558833232
463602816,Q1_저가,,680.2094900378434,-9782.528364627356
463613952,Q3,0.0,3167.930924504304,-7547.9676443880835
463747584,Q1_저가,0.0,-8474.03394700891,6990.114861943757
463795840,Q4_고가,0.0,-6218.473776037339,-1827.1373826839572
464295104,Q3,0.0,2399.1808808396745,-9738.20438391884
464397184,Q2,,-3833.0150631706783,-9471.635151701586
464445440,Q1_저가,,-7665.86344888997,9.217529378596282
464579072,Q4_고가,0.0,260.2176108189451,-1055.5022913229768
464670016,Q1_저가,0.0,-2152.957595405016,5759.193150297857
464759104,Q2,1.0,-5723.5571627269965,-12441.481200218957
464764672,Q2,0.0,1742.3149548694964,-813.7044456931271
464831488,Q3,1.0,3058.9442464040367,-770.7495617828574
464892736,Q4_고가,0.0,-7750.80764246422,-7308.853411437663
465163712,Q1_저가,,-5084.390444041601,5046.393638217236
465254656,Q1_저가,1.0,-3026.620504569142,-550.7062654298511
465544192,Q2,,-175.38855720214997,734.981386019761
465744640,Q2,,576.234085031494,23593.75131160795
466011904,Q4_고가,0.0,-8149.68832904521,8244.53966765746
466050880,Q1_저가,,3704.9508107208967,18189.45392914475
466186368,Q4_고가,1.0,-18620.58265135673,18195.960682229517
466462912,Q2,0.0,8869.542124483974,-371.65762433962664
466546432,Q4_고가,0.0,-6424.495103149064,95671.15360776341
466600256,Q4_고가,,-2025.9741627023468,64055.372853349225
466724608,Q4_고가,0.0,-1257.782577483791,439.17038420067183
467147776,Q2,0.0,-1124.4145476690464,108.35715165609145
467439168,Q1_저가,,-2238.26264100584,-153.74071005998803
467498560,Q2,,798.1895872258756,16211.211078809283
467502272,Q3,0.0,1273.1116215691764,409.3931886095729
467582080,Q1_저가,0.0,5250.142323211927,4244.943069512455
467617344,Q3,,-176.79950730906057,-724.2625495714242
467750976,Q3,0.0,5095.6263256230595,-5422.9383236818885
467765824,Q3,0.0,3272.486434102626,10003.239993152383
467888320,Q3,0.0,3693.502871979199,-764.604445455567
467925440,Q4_고가,0.0,-7022.550445142322,5858.4795253800585
467927296,Q3,0.0,9587.421369434494,-15783.031470641617
467984832,Q1_저가,,-4551.397736051265,10831.760061050118
468047936,Q1_저가,0.0,3544.1693327089306,6906.945834873593
468092480,Q1_저가,0.0,-2663.0665728859385,5360.518989264237
468107328,Q1_저가,,-5939.904249525513,3490.584894505264
468240960,Q3,0.0,5611.3804960314155,481.86667826370103
468627008,Q2,,1169.4012577509347,-7841.29375911687
468745792,Q4_고가,,-2791.058348689199,-975.6262818177934
468870144,Q3,0.0,3844.2270391650927,3639.048077464744
469100288,Q4_고가,,-72740.47871054831,-151206.96546027978
469170816,Q4_고가,,-366.1161833626975,-2083.3986625430407
469460352,Q3,0.0,9630.626697817519,-5838.435162191774
469688640,Q2,,-17003.332604090116,5075.444327166275
469714624,Q2,1.0,1503.7522121974725,1867.2167877843185
469861248,Q3,0.0,1255.8535356898028,3748.9226568886747
469924352,Q4_고가,1.0,-5717.5600398848765,71914.53248119136
469968896,Q3,,-9833.622207431254,-11341.32065041647
470065408,Q3,0.0,4792.632263728272,391.47571655666206
470083968,Q4_고가,,-8041.262780196419,7008.507457707217
470341952,Q3,0.0,12298.414733988335,-6298.599192355359
470358656,Q2,1.0,-8748.808726515577,-311.7929931239719
470371648,Q2,,-74.54652230969441,4074.4069557137445
470380928,Q2,,-9470.340138746655,268.9460275530382
470408768,Q1_저가,0.0,2945.2981121842786,2160.9539871954703
470496000,Q3,,9338.631648367664,-9021.99032456932
470716864,Q1_저가,,-175.41021269344856,652.0215359196045
470904320,Q1_저가,0.0,-1847.0205773705056,2430.2565383769615
471086208,Q1_저가,0.0,-1413.869580850911,-4.669201922542925
471654144,Q3,,7224.589411723202,1966.530171067905
471674560,Q1_저가,,-23244.939861344144,-7268.197723893478
471693120,Q3,0.0,1175.6405453819352,-337.2837214001861
472097728,Q2,0.0,2795.194018608745,1527.640004017585
472114432,Q2,0.0,-7386.472926550734,10414.167062840403
472183104,Q1_저가,,4893.033370317789,-3992.7681519985927
472190528,Q3,0.0,5759.081057848445,7084.545456489832
472205376,Q2,0.0,-1365.2310718839472,1127.944441463802
472212800,Q3,0.0,6852.200600109005,501.89752850592777
472223936,Q1_저가,0.0,96.08181979731307,1039.9698814352619
472242496,Q2,1.0,-3536.5705139324637,-561.4657064735536
472346432,Q2,0.0,5592.84192020095,4353.447908833708
472366848,Q4_고가,1.0,-5357.79729424898,-6604.1270935400535
472372416,Q2,0.0,4805.985220141913,-4522.82485600088
472377984,Q2,1.0,3787.6738478877924,1282.8977599498812
472387264,Q3,0.0,7497.443110061187,-574.1115445266753
472435520,Q1_저가,0.0,941.8197164683443,2484.3601947447105
472476352,Q1_저가,1.0,-1277.1169078508974,-12882.12299347176
472504192,Q2,1.0,4191.482999742031,2124.4936170640904
472545024,Q2,0.0,2285.6855148953146,-6725.802270352393
472611840,Q1_저가,1.0,-1444.065470554655,-4846.799714280063
472619264,Q1_저가,0.0,6916.4362630883625,963.1038529114103
472710208,Q3,0.0,-2079.7261240996595,1098.292942249187
472773312,Q3,1.0,4088.2584667721676,14659.601961947774
472851264,Q2,,-3222.1406606086093,301.54884405885605
472862400,Q4_고가,0.0,-721.3543570676411,9411.363477178646
472955200,Q4_고가,0.0,-2255.465380530688,25158.99089140445
473190912,Q3,0.0,3717.087493689134,26186.369017359233
473229888,Q4_고가,0.0,-8372.237267869914,-1404.7569113871587
473357952,Q3,0.0,-18284.729419321637,4682.3898112658935
473378368,Q2,0.0,2698.8237808351223,504.882911686841
473380224,Q3,0.0,-1213.7758638215273,-772.7068369528638
473608512,Q4_고가,0.0,-7205.519535091211,36809.3995683102
473653056,Q3,0.0,3223.684796888556,-11203.311845424898
473688320,Q4_고가,0.0,-74393.45446452027,-275865.4732956484
473701312,Q1_저가,1.0,133.65219905466802,1885.685512649905
473744000,Q3,0.0,-197.36283870945772,-388.00919561285446
473745856,Q4_고가,0.0,-9318.905871938026,45235.05365572116
473775552,Q4_고가,0.0,2163.224748775385,-4493.972695064258
473781120,Q2,0.0,-2555.054539406199,-2624.2773617356324
473790400,Q2,,-487.6878869873799,3710.518820182188
473957440,Q4_고가,,5357.866315839594,-754.0779168036606
473961152,Q4_고가,0.0,-24841.66420160851,3078.2205650270917
474105920,Q2,,1783.8878479180567,27452.32993915747
474180160,Q1_저가,0.0,1446.6591960650985,-2854.3666804395307
474195008,Q4_고가,0.0,-2379.426430364536,-823.2620345056962
474306368,Q2,0.0,-879.682665295757,-598.0798672587248
474428864,Q1_저가,,-3024.0829036576724,-488.1464692784848
474434432,Q3,0.0,-1332.0702523561704,26299.85223888002
474467840,Q1_저가,0.0,4887.327432291018,1380.5170080328053
474634880,Q2,0.0,-2395.625223528212,-604.441901011503
474668288,Q3,0.0,-16857.552204804495,74635.28039129818
474751808,Q4_고가,,-364.9130080397954,-2444.761733960033
474837184,Q1_저가,0.0,3416.9189604164603,224.1890646828674
474954112,Q3,1.0,6984.629243549141,11578.509493691672
475076608,Q1_저가,0.0,9456.993990958857,-7083.3220658696155
475156416,Q3,0.0,-18967.90699730511,986.0762598524598
475158272,Q3,0.0,7202.934789135805,698.76594366876
475199104,Q4_고가,,25.8646075752622,-8998.312878237934
475236224,Q1_저가,0.0,-2133.440985171859,3328.0497790850095
475241792,Q1_저가,1.0,4661.712171007173,-3592.7434605466806
475362432,Q2,0.0,4450.834955866489,457.19240568276564
475388416,Q3,0.0,-14381.906585366567,-16223.197923869331
475716928,Q4_고가,1.0,-7933.167396416669,12586.920025591691
475789312,Q2,,3299.880136331918,2935.521674409275
475885824,Q4_고가,0.0,-8917.19713697888,-10346.224816776597
476013888,Q1_저가,,1318.1568386612344,3056.855417946241
476030592,Q4_고가,0.0,-94098.23554395378,-186057.83792432974
476038016,Q4_고가,1.0,-2853.6984813539657,-1064.6917719793444
476110400,Q2,0.0,-68647.04574809957,6365.4439096800925
476429632,Q2,1.0,1523.9778120513947,5938.079030359309
476511296,Q2,,13497.400916862705,4356.861219446491
476526144,Q2,0.0,1646.0629623876193,-897.4820553586185
476546560,Q4_고가,0.0,-8633.975208033346,-1512.0946514408542
476596672,Q2,,-633.9251577238902,-10954.471635454065
476648640,Q1_저가,0.0,5692.585580294119,844.0662983370867
476739584,Q3,0.0,-13065.033045566583,1291.9705388727452
476747008,Q3,1.0,-13548.321020788513,-24534.19144039131
476754432,Q3,0.0,3348.977242245801,2954.6684611885767
476815680,Q3,,-18138.979511144622,9871.392465709618
476979008,Q4_고가,0.0,-6008.679472552718,-979.2294086992829
477105216,Q2,0.0,5482.870453243726,3758.905654698692
477146048,Q2,,-6100.271469534127,4743.8468807650825
477236992,Q3,0.0,-2464.589502730607,3538.4692365890282
477357632,Q2,0.0,4738.792016910258,-5017.319325974677
477383616,Q3,1.0,-3801.324525935197,-18563.462988548534
477387328,Q3,0.0,1506.695470257342,2705.83037869904
477428160,Q1_저가,0.0,647.6445949408917,3309.541910931601
477463424,Q4_고가,1.0,-4509.604071853173,-1022.4998661207835
477561792,Q4_고가,0.0,775.5249401164074,-1069.186313196932
477615616,Q1_저가,0.0,-1625.499032946478,-4183.298448883501
477700992,Q4_고가,1.0,-6262.582139349644,-11450.661788222185
477823488,Q2,0.0,4770.0860919178995,156.18955926457056
477927424,Q3,1.0,5401.702714029827,2565.3449228786612
477983104,Q3,,-1963.679427804338,53145.17340273422
478033216,Q3,,-12901.333220729808,746.4961498091507
478352448,Q3,0.0,895.5838369834091,11122.309422197286
478385856,Q3,1.0,5218.533184459331,785.3106841054832
478590016,Q4_고가,,-6429.906546269907,-2595.2940640307497
478593728,Q3,1.0,2538.22017925416,-19666.511977112234
478599296,Q4_고가,0.0,-5705.891350211954,83703.87473167825
478775616,Q3,,-452.4383781998913,9804.956734585125
478875840,Q3,0.0,3970.7456282882595,-694.236386305633
478894400,Q2,1.0,-2907.653871681261,3378.8255318800916
478961216,Q2,0.0,-5296.749265911189,4225.534183163079
478977920,Q3,1.0,-1503.3819486191605,-557.1165449448577
479143104,Q3,1.0,2067.4402231979366,1024.9739970982564
479144960,Q4_고가,0.0,1660.7530257011094,2199.653097633891
479174656,Q3,,-2348.0081948262814,63779.69588659669
479200640,Q2,0.0,-3020.613492250388,-1827.428562380322
479208064,Q2,0.0,2156.4521186312304,861.1602303957334
479209920,Q4_고가,1.0,-5778.278470867044,-1408.0124050470636
479299008,Q4_고가,0.0,-4098.1129665598855,-672.0682188543014
479313856,Q3,1.0,5786.213489338916,15664.653776592117
479456768,Q3,1.0,-408.70838721188557,9542.628197693533
479473472,Q3,0.0,3941.2431652714877,-13193.072974130264
479523584,Q3,0.0,-605.9016368386947,-25674.438641897665
479737024,Q3,0.0,-15970.037732907382,-19210.797121551965
479811264,Q4_고가,0.0,-18241.044708177884,6355.201129787078
479892928,Q1_저가,0.0,1271.967257884433,3182.3127941287394
479896640,Q2,,2712.576090245915,-3639.764027395009
479946752,Q4_고가,,4039.0321161085303,199.81990627156483
480201024,Q4_고가,0.0,-1234.6879738768166,1018.437961890203
480392192,Q2,,-2322.352351395428,-15308.596995541979
480459008,Q2,,2517.0492787028197,25443.90629672332
480494272,Q2,,2269.8417476981704,8129.7025386999885
480551808,Q4_고가,0.0,-8045.628075355286,-5047.506688086523
480581504,Q3,0.0,7887.260550139403,-285.34434899494363
480709568,Q1_저가,0.0,943.7327331661872,1257.912964113486
480722560,Q3,0.0,7890.818435929501,3739.2091207351477
480726272,Q4_고가,0.0,-309.4753278046919,7839.177337045083
480780096,Q4_고가,0.0,4057.919392484997,-5627.735496588983
480824640,Q1_저가,0.0,-2414.0259147201978,-737.8191826280649
480950848,Q4_고가,0.0,2394.954618308271,-552.6877575949547
481160576,Q2,0.0,-4286.1914275613235,-1356.3138121806874
481307200,Q3,0.0,5857.279894528649,34084.75803808469
481335040,Q4_고가,1.0,-19149.66229976798,9956.968508727885
481433408,Q3,0.0,7614.9677802315055,4585.518514149288
481435264,Q2,1.0,1446.2754106885295,-594.025049926797
481492800,Q2,0.0,-826.5975594996635,-288.51684562374794
481580032,Q4_고가,0.0,-5109.87269811779,-1203.29387796525
481602304,Q4_고가,,-7495.856024498797,-3461.189848844272
481609728,Q1_저가,0.0,2649.3779792696732,13586.92187080127
481724800,Q2,0.0,-848.8912026999897,8755.00178517426
481893696,Q4_고가,,-2137.6431324394216,-15864.97111774335
482010624,Q1_저가,0.0,-60.6757487593386,2726.1683470039716
482303872,Q1_저가,0.0,187.80737900179884,-371.83705447470584
482307584,Q2,0.0,-3744.804703346901,43.68398658514616
482374400,Q2,0.0,6217.232647106808,-6350.278778553289
482428224,Q3,0.0,-2244.2562818659208,7867.37415213832
482493184,Q2,,-3634.0098321617625,23387.425275371665
482547008,Q1_저가,0.0,2708.4060954671368,2930.292055641775
482686208,Q4_고가,0.0,-10328.170244735986,-1785.7332255755446
483025856,Q4_고가,,-79.98150156658266,1650.971938620014
483036992,Q4_고가,0.0,-1645.0698385970281,-1111.5513521244698
483341376,Q4_고가,0.0,-5616.010582292489,-8204.082683284574
483484288,Q3,0.0,-957.378459727217,-4765.1854636223
483489856,Q3,,-15460.902421385443,-15510.563259536793
483590080,Q1_저가,,-3163.5433207475035,-628.9905333975414
483712576,Q3,0.0,-2847.6823000489567,-756.345334542875
483890752,Q4_고가,0.0,4214.539854929777,1152.2147215229224
484141312,Q4_고가,0.0,-1538.897783262597,-16135.418984323624
484664704,Q1_저가,0.0,-3275.1384206563343,-701.7333928870196
484675840,Q4_고가,0.0,86.90536053165124,-3119.858210574839
484683264,Q1_저가,0.0,4183.133336256506,-3222.951324363785
485392256,Q2,0.0,-627.7026345258455,2553.993180328238
485711488,Q3,0.0,1530.6255336679715,-503.39021592808876
486008448,Q3,,-84255.76758967288,16358.257330558175
486192192,Q2,0.0,-547.8197415035502,-513.1818705368557
486407488,Q4_고가,1.0,-2627.9241409845563,-3806.9286038943137
486537408,Q4_고가,0.0,-1279.604368274624,25346.110768570332
486750848,Q4_고가,1.0,1904.946738370345,53970.1470849755
487019968,Q3,0.0,8226.008921362452,-1039.6823806100147
488079744,Q3,,4736.307328902869,-2096.7388806278905
488313600,Q3,0.0,7615.580989670067,-5939.957977040176
488690368,Q1_저가,1.0,2281.427832143778,-664.3620780280619
488740480,Q3,,8234.741454980918,13406.601501451893
488987328,Q4_고가,1.0,2382.557782170421,-735.667680933353
489005888,Q4_고가,0.0,-18407.37233637886,-1920.0116277404977
489321408,Q3,0.0,5171.480892778389,17576.10154436573
489616512,Q2,0.0,3962.874982491521,-6649.991016529966
489790976,Q4_고가,0.0,-8299.24812286954,-5443.061784827462
489835520,Q2,0.0,-4194.785113404148,3350.966904177905
489930176,Q4_고가,0.0,-7595.994255113317,-1505.9236052685533
490477696,Q2,1.0,420.9649032662055,-4160.280113891695
491511488,Q3,0.0,9462.341448797437,10719.312115998306
491531904,Q2,,6460.236483522807,22825.26200804097
492255744,Q2,0.0,-3686.209712366308,-136.73111188521034
492413504,Q2,0.0,1749.8359055875953,460.28918349213245
493677440,Q4_고가,0.0,-6452.654843520188,-6383.407924000247
495125120,Q3,1.0,3990.709081223704,-799.4024046617703
497235392,Q2,,5956.183281928152,-1221.7401276099126
497500800,Q4_고가,0.0,-2057.413516865803,1179.6088953753351
498087296,Q2,0.0,-1006.381140235535,-8409.568764794793
498985600,Q1_저가,0.0,-3056.915811884959,156.86881243911876
499716864,Q4_고가,0.0,-2006.7218495697743,6770.281174182484
499720576,Q4_고가,0.0,540.4960985127691,-80.62609431811143
500800768,Q3,0.0,6303.402629859738,3553.290457620017
501563584,Q4_고가,0.0,-3792.460263040968,-597.4106499150894
501654528,Q2,0.0,-8617.672144283446,-8696.941750689137
501771456,Q4_고가,0.0,-1144.2785081248876,-24589.924053048468
501803008,Q1_저가,,1071.7437697945752,-23.98163481489064
501858688,Q2,0.0,3426.8412769081297,1242.3604203906616
502604800,Q3,0.0,-3307.80380106793,27787.81413358485
503287808,Q4_고가,0.0,2319.2027282327763,-5667.913006730398
503517952,Q1_저가,0.0,2433.0602624991043,-493.38498641680417
505635648,Q2,0.0,-1064.140233885657,-4637.497946664735
505704320,Q1_저가,,2373.4704211646786,1406.9636117092723
506353920,Q3,0.0,-15965.366917197549,7596.079829091388
506801216,Q1_저가,0.0,-5678.945815730971,-2978.1138997537746
506884736,Q4_고가,1.0,-2349.358316097714,4984.413904119359
507378432,Q4_고가,0.0,-19101.33988338869,-2519.154194254481
507805312,Q4_고가,0.0,-8832.325800394836,-712.0496900715771
508564416,Q1_저가,1.0,-2560.878616294336,4610.437601387919
508724032,Q2,0.0,3036.9026767145224,1856.9709364911423
508805696,Q4_고가,0.0,-2185.285964163042,2503.275629251431
508902208,Q1_저가,,-1478.2300229503635,-510.6069947863
509145344,Q3,0.0,2928.336963243979,4963.208121985848
510197696,Q2,,-2677.954649978481,157.84504005166855
510431552,Q3,0.0,7262.886729956084,-585.7390972163714
