회원번호,frequency,monetary,가격구간,region_tier,age_gender_segment,treatment_h4,future_is_vip,vip_conversion_score_logit,vip_conversion_score_rf
751097216,6,299413,Q4_고가,Tier3_배송취약권(가정),30s_F,0.0,0,0.37239729483031137,0.3165315149716889
602060416,1,300181,Q4_고가,Tier1_새벽배송가능권(가정),40s_F,0.0,0,0.5111243366438657,0.31628790568912085
602307264,10,93232,Q1_저가,Tier2_익일배송표준권(가정),30s_F,0.0,0,0.4389239371647376,0.3162492255292895
1090858432,10,211926,Q2,Tier1_새벽배송가능권(가정),30s_F,0.0,0,0.4488105521327112,0.3162403240175997
650192064,3,183019,Q4_고가,Tier1_새벽배송가능권(가정),60+_F,0.0,0,0.43956291442404155,0.31622254258483523
1286798208,16,335025,Q2,Tier1_새벽배송가능권(가정),30s_F,0.0,0,0.47793239458334813,0.3161519659333661
1438453824,2,64707,Q3,Tier2_익일배송표준권(가정),30s_F,,0,0.31500677082777634,0.31613588504621876
422694720,6,339138,Q4_고가,Tier2_익일배송표준권(가정),<30_F,0.0,0,0.28675982303526615,0.31590286792681627
1039751616,8,161193,Q2,Tier1_새벽배송가능권(가정),40s_F,0.0,0,0.7350600716701196,0.31584805842157687
762288896,16,349190,Q2,Tier2_익일배송표준권(가정),40s_F,0.0,0,0.6663678474624921,0.31565365183989086
1445274624,4,30152,Q1_저가,Tier3_배송취약권(가정),40s_F,1.0,0,0.21654462005052488,0.3153053941979244
436382720,3,164737,Q4_고가,Tier1_새벽배송가능권(가정),50s_F,0.0,0,0.42170596881161615,0.31514543443662
475885824,5,377523,Q4_고가,Tier3_배송취약권(가정),30s_F,0.0,0,0.5050826050598274,0.31501955797173053
746102720,7,182541,Q2,Tier3_배송취약권(가정),40s_F,,0,0.5266550924871372,0.3148451045374333
1539206784,6,200594,Q3,Tier3_배송취약권(가정),50s_F,0.0,0,0.603386673840857,0.3145965796773128
65527936,1,186273,Q4_고가,Tier1_새벽배송가능권(가정),40s_F,0.0,0,0.6110389749818311,0.31454497808865106
59709376,2,82894,Q3,Tier3_배송취약권(가정),60+_F,0.0,0,0.31832446564095573,0.31453204045931116
537685056,13,410891,Q3,Tier1_새벽배송가능권(가정),30s_F,1.0,0,0.5652069849361564,0.31449141931325236
857819072,15,359893,Q2,Tier2_익일배송표준권(가정),<30_F,0.0,0,0.5930506829850603,0.31440209173403066
273904768,10,220923,Q2,Tier3_배송취약권(가정),30s_F,0.0,0,0.706613765152247,0.31439625468358295
912769664,19,391787,Q2,Tier3_배송취약권(가정),40s_F,0.0,0,0.7417142440641493,0.31423694217963677
559348288,7,180434,Q2,Tier2_익일배송표준권(가정),50s_F,0.0,0,0.49816391368122037,0.31411883801590507
768664256,18,264191,Q1_저가,Tier3_배송취약권(가정),40s_F,1.0,0,0.6459992620069789,0.31387874080003947
366140544,11,102899,Q1_저가,Tier1_새벽배송가능권(가정),40s_F,,0,0.3760633214316868,0.3138602853229162
300582912,4,158323,Q3,Tier3_배송취약권(가정),40s_F,0.0,0,0.4693631457813963,0.31357529225512015
1171804160,17,406049,Q2,Tier1_새벽배송가능권(가정),30s_F,,0,0.461585187815004,0.3135346024608334
1355614976,1,21057,Q2,Tier2_익일배송표준권(가정),30s_F,0.0,0,0.2475651625285263,0.3133397978046164
1099102784,7,182539,Q2,Tier2_익일배송표준권(가정),<30_F,,0,0.5129065874970008,0.3132740020920498
969219904,11,148269,Q1_저가,Tier1_새벽배송가능권(가정),50s_F,0.0,0,0.38162348885651154,0.31326778084709994
1335933952,7,86148,Q1_저가,Tier1_새벽배송가능권(가정),<30_F,,0,0.5333769019000217,0.3132127222753851
1622244224,3,59442,Q2,Tier2_익일배송표준권(가정),30s_F,,0,0.5686237177905974,0.31312482603831304
424643520,7,79448,Q1_저가,Tier1_새벽배송가능권(가정),40s_F,0.0,0,0.48666029930890514,0.3129020276099899
744118656,5,204744,Q3,Tier1_새벽배송가능권(가정),40s_F,0.0,0,0.43638871334047785,0.31278285140407774
1613487616,3,74929,Q2,Tier3_배송취약권(가정),40s_F,1.0,0,0.3997500841776013,0.31275515192504927
55455424,8,204553,Q2,Tier1_새벽배송가능권(가정),50s_M,1.0,0,0.6499302903452756,0.3126836857347394
769675776,2,84042,Q3,Tier2_익일배송표준권(가정),<30_F,,0,0.35686047369996254,0.3125894350450167
1015935424,3,173639,Q4_고가,Tier2_익일배송표준권(가정),<30_F,0.0,0,0.48702307176876664,0.312577201945235
657163200,12,275303,Q2,Tier2_익일배송표준권(가정),40s_F,0.0,0,0.6001464659214051,0.3123464633359988
472205376,1,18856,Q2,Tier2_익일배송표준권(가정),30s_F,0.0,0,0.2726098567154012,0.3123000886469573
200564928,6,209305,Q3,Tier1_새벽배송가능권(가정),50s_F,1.0,0,0.6147961204637882,0.3122388198218128
1057814208,18,409401,Q2,Tier3_배송취약권(가정),40s_F,0.0,0,0.5638651350166285,0.3120216080462924
1130929472,19,289076,Q1_저가,Tier3_배송취약권(가정),30s_M,0.0,0,0.6054125968705387,0.3119497760564517
94971520,1,55901,Q4_고가,Tier1_새벽배송가능권(가정),40s_F,0.0,0,0.4067857321708768,0.31184954061679154
623870272,21,325087,Q1_저가,Tier2_익일배송표준권(가정),30s_F,1.0,0,0.3806022132830632,0.3116467454121288
1598728704,7,321049,Q3,Tier3_배송취약권(가정),40s_F,1.0,0,0.46101441193654485,0.31154769110373765
294255808,20,394177,Q2,Tier3_배송취약권(가정),40s_F,0.0,0,0.547807496064176,0.311458832623615
705756992,2,44032,Q2,Tier3_배송취약권(가정),60+_F,0.0,0,0.5805036039476074,0.31142029795492127
909195008,7,170383,Q2,Tier3_배송취약권(가정),40s_F,0.0,0,0.5199037666110796,0.31136077061599443
1103484800,12,233558,Q2,Tier2_익일배송표준권(가정),50s_M,0.0,0,0.49024912514111796,0.3113593367499834
1618866304,3,173542,Q4_고가,Tier1_새벽배송가능권(가정),<30_F,,0,0.3619990975763146,0.31119860765897855
1257948544,22,359335,Q1_저가,Tier2_익일배송표준권(가정),60+_F,0.0,0,0.48788198967958846,0.3111974079273728
1458687936,14,446826,Q3,Tier2_익일배송표준권(가정),<30_F,,0,0.4107909527786705,0.3111826344261938
563284864,8,87775,Q1_저가,Tier2_익일배송표준권(가정),60+_F,0.0,0,0.4185818019467004,0.31116871251831735
514579712,20,418012,Q2,Tier1_새벽배송가능권(가정),50s_F,1.0,0,0.4522127913417079,0.31113420797341057
1241645440,15,263595,Q1_저가,Tier2_익일배송표준권(가정),40s_F,0.0,0,0.6637979855596485,0.3111221534154403
1136026048,9,157940,Q1_저가,Tier3_배송취약권(가정),<30_F,1.0,0,0.6618843274165082,0.3111130857003813
455737088,3,291657,Q4_고가,Tier1_새벽배송가능권(가정),30s_F,1.0,0,0.48379717875871964,0.3110210709949406
1488480448,16,435519,Q2,Tier3_배송취약권(가정),<30_F,,0,0.380681749381551,0.31100178904868225
1345056192,2,116702,Q4_고가,Tier2_익일배송표준권(가정),30s_F,,0,0.36996405856901055,0.3109952713650063
213872448,9,322101,Q3,Tier1_새벽배송가능권(가정),30s_F,0.0,0,0.4881131420740584,0.3108619966375651
1083950400,1,11486,Q1_저가,Tier3_배송취약권(가정),30s_F,0.0,0,0.20951355891684478,0.31069642088818095
1090960512,11,248109,Q2,Tier2_익일배송표준권(가정),50s_F,0.0,0,0.7065269313208908,0.3105751241646265
610484800,7,112375,Q1_저가,Tier3_배송취약권(가정),30s_F,0.0,0,0.423968202322797,0.3104157718342506
1265255616,1,84618,Q4_고가,Tier2_익일배송표준권(가정),<30_F,0.0,0,0.5588494003673966,0.30990118166432445
836471360,14,235072,Q1_저가,Tier3_배송취약권(가정),30s_F,0.0,0,0.4669634208131731,0.3097500935678648
385079168,5,206184,Q3,Tier2_익일배송표준권(가정),30s_F,1.0,0,0.4595584588398641,0.3094384549079592
562561024,7,182060,Q2,Tier2_익일배송표준권(가정),40s_M,0.0,0,0.6527557470423592,0.3093913642560376
663627648,4,185891,Q3,Tier3_배송취약권(가정),40s_F,,0,0.41333775807470097,0.30931660687945095
1566391616,3,32929,Q1_저가,Tier1_새벽배송가능권(가정),30s_F,,0,0.4192731537305265,0.30931168071725856
603415296,3,62026,Q2,Tier3_배송취약권(가정),30s_F,1.0,0,0.3367442381366321,0.3091626004110427
127559168,21,289652,Q1_저가,Tier3_배송취약권(가정),40s_F,,0,0.584815566503053,0.309074541195938
65130752,1,128396,Q4_고가,Tier3_배송취약권(가정),60+_F,,0,0.416714683388281,0.3090440061199329
906952960,10,93232,Q1_저가,Tier2_익일배송표준권(가정),30s_F,0.0,0,0.4642366528723875,0.30895006511825157
351166336,27,270891,Q1_저가,Tier3_배송취약권(가정),40s_F,1.0,0,0.5211607611008373,0.30884902729575897
694216384,11,375318,Q3,Tier2_익일배송표준권(가정),30s_F,0.0,0,0.47313343348063275,0.30881599857027786
314395264,3,107208,Q3,Tier1_새벽배송가능권(가정),40s_F,0.0,0,0.5052574345531887,0.30880538315735434
1140215040,1,24122,Q2,Tier1_새벽배송가능권(가정),30s_F,1.0,0,0.3357346925643132,0.308716690126731
1597858240,12,202542,Q1_저가,Tier3_배송취약권(가정),40s_F,0.0,0,0.5952091302314996,0.30841228114069
1627548672,2,63072,Q3,Tier1_새벽배송가능권(가정),30s_F,,0,0.618642249720145,0.30839132207652387
481602304,5,250154,Q4_고가,Tier2_익일배송표준권(가정),40s_F,,0,0.4467458452535095,0.3083549952253229
668327040,15,418775,Q2,Tier3_배송취약권(가정),40s_F,0.0,0,0.48015360085249775,0.30821102390441796
762107008,5,167513,Q3,Tier1_새벽배송가능권(가정),40s_F,0.0,0,0.46130494237622255,0.30803167299003464
121549440,9,192495,Q2,Tier2_익일배송표준권(가정),60+_F,0.0,0,0.6493070414793549,0.3079575812191116
1194174528,7,43361,Q1_저가,Tier3_배송취약권(가정),50s_F,,0,0.401842663556613,0.30789546234692083
1113028352,22,263206,Q1_저가,Tier3_배송취약권(가정),60+_F,1.0,0,0.7438705800393557,0.30788274454963743
1563165888,15,433518,Q2,Tier3_배송취약권(가정),30s_M,0.0,0,0.5232298120498043,0.3076289595465179
1279142208,3,293288,Q4_고가,Tier3_배송취약권(가정),30s_F,0.0,0,0.5462938875280208,0.3074915216162536
1479623616,11,351390,Q3,Tier2_익일배송표준권(가정),50s_F,1.0,0,0.4865169431300057,0.30730858647878057
1611863616,9,88275,Q1_저가,Tier3_배송취약권(가정),40s_F,0.0,0,0.4610041168990869,0.3071518095614611
768107456,1,4020,Q1_저가,Tier3_배송취약권(가정),40s_F,0.0,0,0.04554460517055877,0.3070909510149338
1061958656,7,388914,Q4_고가,Tier1_새벽배송가능권(가정),30s_F,0.0,0,0.42830746126774216,0.30649517970823953
1116408128,8,87775,Q1_저가,Tier3_배송취약권(가정),60+_F,0.0,0,0.40392644258746113,0.3064458060341779
728299968,2,302574,Q4_고가,Tier1_새벽배송가능권(가정),40s_F,0.0,0,0.3549379746787322,0.3064383576872829
1136219072,24,393127,Q1_저가,Tier2_익일배송표준권(가정),<30_F,1.0,0,0.6534342337513251,0.3064003310548498
928476992,7,35322,Q1_저가,Tier3_배송취약권(가정),40s_F,0.0,0,0.2900423119862181,0.3063648103902329
883927424,4,104775,Q2,Tier1_새벽배송가능권(가정),60+_F,,0,0.5124379237001297,0.3063202296745993
427331008,13,318751,Q2,Tier1_새벽배송가능권(가정),40s_F,0.0,0,0.4187028313946736,0.3063150852243162
611307008,5,143295,Q2,Tier3_배송취약권(가정),30s_F,0.0,0,0.4058043994208712,0.30630754135871774
166611264,1,38288,Q3,Tier2_익일배송표준권(가정),40s_F,0.0,0,0.30696283904850635,0.3061092348921336
73885504,1,11486,Q1_저가,Tier2_익일배송표준권(가정),40s_F,,0,0.27627140093969077,0.30605989115839405
396194752,11,328281,Q2,Tier3_배송취약권(가정),30s_F,0.0,0,0.584109629698504,0.30593625510959693
261159616,7,162439,Q2,Tier2_익일배송표준권(가정),60+_F,0.0,0,0.5575928003358185,0.30593250975543707
1514367936,9,180050,Q2,Tier2_익일배송표준권(가정),<30_F,,0,0.48919208376915857,0.30567924747160274
1542952192,1,138987,Q4_고가,Tier2_익일배송표준권(가정),<30_F,0.0,0,0.5408946677736817,0.3055638179891646
399968000,2,77821,Q3,Tier3_배송취약권(가정),60+_F,,0,0.39452812444978563,0.30555514319685584
819355328,8,185313,Q2,Tier1_새벽배송가능권(가정),30s_F,,0,0.48721348539525444,0.30552312686378275
1005500992,3,183400,Q4_고가,Tier2_익일배송표준권(가정),<30_F,1.0,0,0.39848120995601194,0.3054687810775948
640106560,1,50349,Q4_고가,Tier3_배송취약권(가정),60+_M,1.0,0,0.4618368426442865,0.3054432791973953
643202368,14,217763,Q1_저가,Tier1_새벽배송가능권(가정),30s_M,,0,0.6464570163189146,0.30543128678258585
1502550784,9,256435,Q2,Tier3_배송취약권(가정),30s_F,,0,0.41374137004133255,0.3054293385179009
736809728,22,370578,Q1_저가,Tier2_익일배송표준권(가정),30s_F,0.0,0,0.5811777167082507,0.3053308089100485
243690944,1,26419,Q2,Tier1_새벽배송가능권(가정),50s_F,0.0,0,0.43586018654713377,0.30526728025816197
225847360,2,87872,Q3,Tier2_익일배송표준권(가정),60+_F,,0,0.31026721242473615,0.3051104573005691
733604416,1,77437,Q4_고가,Tier1_새벽배송가능권(가정),30s_F,0.0,0,0.548157990843162,0.30509329169964977
1230407360,2,43171,Q2,Tier3_배송취약권(가정),30s_F,0.0,0,0.3373286175758804,0.30506610061626543
363143104,18,297616,Q1_저가,Tier2_익일배송표준권(가정),40s_F,1.0,0,0.4532053124271348,0.30502211026486403
841447296,6,88447,Q1_저가,Tier3_배송취약권(가정),40s_F,0.0,0,0.4093579570426055,0.3050084931322767
1071878976,13,411788,Q3,Tier3_배송취약권(가정),30s_F,0.0,0,0.519088838410525,0.3048955470681124
1271527040,20,262372,Q1_저가,Tier1_새벽배송가능권(가정),30s_F,1.0,0,0.5002342852379998,0.30487818950065615
353452928,1,15315,Q1_저가,Tier3_배송취약권(가정),40s_F,0.0,0,0.17268651145950903,0.30480728225281684
1394837824,4,220733,Q4_고가,Tier1_새벽배송가능권(가정),50s_F,0.0,0,0.44628026529751486,0.3047364108415049
1107079872,7,298571,Q3,Tier1_새벽배송가능권(가정),<30_F,0.0,0,0.4456362104488537,0.3045543938518116
764306368,7,156009,Q2,Tier3_배송취약권(가정),30s_F,,0,0.7555452059717076,0.3045138046605086
252699968,4,228276,Q4_고가,Tier1_새벽배송가능권(가정),30s_F,0.0,0,0.5006179211230377,0.3042243072002163
762545024,8,245904,Q3,Tier2_익일배송표준권(가정),30s_F,0.0,0,0.42187034374176346,0.30405940008919996
823228800,20,472959,Q2,Tier1_새벽배송가능권(가정),<30_F,0.0,0,0.5555070926254881,0.30405645788173447
1017073152,9,331406,Q3,Tier3_배송취약권(가정),50s_F,,0,0.482396499616044,0.3038832923946867
184534656,5,194026,Q3,Tier3_배송취약권(가정),50s_F,0.0,0,0.4696793709493863,0.3037269996717995
1530784256,9,356176,Q3,Tier3_배송취약권(가정),30s_F,,0,0.4389202935810901,0.30335454702143905
1575439616,3,100315,Q3,Tier2_익일배송표준권(가정),<30_F,0.0,0,0.3259296263294289,0.30324063919470023
930611392,8,264095,Q3,Tier2_익일배송표준권(가정),30s_F,0.0,0,0.37087682280386164,0.3031092101558096
312834368,19,449942,Q2,Tier2_익일배송표준권(가정),30s_F,0.0,0,0.5368680879285236,0.3029517721027694
750403072,7,226724,Q3,Tier1_새벽배송가능권(가정),40s_F,0.0,0,0.33446580154237204,0.3027270180278064
664566784,4,221690,Q4_고가,Tier1_새벽배송가능권(가정),30s_F,0.0,0,0.4628513209509448,0.3026009918844377
644468160,5,166553,Q3,Tier2_익일배송표준권(가정),30s_F,0.0,0,0.5818981934887385,0.3025907254833232
294892416,7,272549,Q3,Tier2_익일배송표준권(가정),30s_F,0.0,0,0.5439671948522011,0.3025877317009647
1125190720,8,318555,Q3,Tier1_새벽배송가능권(가정),<30_F,0.0,0,0.5634485339459606,0.3024223827390645
283138368,12,216616,Q1_저가,Tier2_익일배송표준권(가정),60+_M,0.0,0,0.6807527517895146,0.30202699520344684
1599257664,11,127884,Q1_저가,Tier3_배송취약권(가정),30s_F,0.0,0,0.34601761050522806,0.3019968550456192
470371648,2,39245,Q2,Tier2_익일배송표준권(가정),40s_F,,0,0.23789711478247502,0.3019329861087225
1179525120,2,111611,Q4_고가,Tier1_새벽배송가능권(가정),<30_F,0.0,0,0.5998845493079923,0.3018801399409438
691126144,4,249256,Q4_고가,Tier3_배송취약권(가정),30s_F,0.0,0,0.5197960986094622,0.30182005652248156
1266924160,3,238695,Q4_고가,Tier3_배송취약권(가정),40s_F,,0,0.4809551306065249,0.3017165008623228
1144513536,21,258445,Q1_저가,Tier2_익일배송표준권(가정),40s_F,0.0,0,0.44365708902840745,0.30159132122968435
769848384,5,224274,Q3,Tier2_익일배송표준권(가정),40s_F,,0,0.43631160674151526,0.3015428524224917
1231944128,1,58773,Q4_고가,Tier2_익일배송표준권(가정),30s_F,0.0,0,0.37784051185450845,0.30139958880194273
422663168,3,68537,Q2,Tier3_배송취약권(가정),50s_F,0.0,0,0.46284210257276964,0.3012628249557798
694090176,5,176316,Q3,Tier1_새벽배송가능권(가정),60+_F,0.0,0,0.6826006237141974,0.30123191455868076
308762304,2,111419,Q4_고가,Tier2_익일배송표준권(가정),40s_F,0.0,0,0.4544839690298451,0.30118780765266423
1441646144,7,106586,Q1_저가,Tier3_배송취약권(가정),50s_F,1.0,0,0.447185427522083,0.30095045191962166
687041088,17,403267,Q2,Tier3_배송취약권(가정),40s_F,0.0,0,0.5875866137742969,0.3009231406426197
456653952,1,42212,Q3,Tier2_익일배송표준권(가정),30s_F,0.0,0,0.28373460708919657,0.30079533131233954
779777984,1,8328,Q1_저가,Tier3_배송취약권(가정),40s_F,,0,0.12182779473563758,0.3007851908818947
128897344,7,166554,Q2,Tier2_익일배송표준권(가정),60+_F,1.0,0,0.8034370385095031,0.3007476453813156
120979648,1,214606,Q4_고가,Tier3_배송취약권(가정),30s_F,,0,0.5809760345422833,0.3006681060982269
742724800,2,47286,Q2,Tier1_새벽배송가능권(가정),40s_F,0.0,0,0.2357270485620467,0.3005981257715041
1033086720,13,393125,Q3,Tier3_배송취약권(가정),<30_F,1.0,0,0.4046564860171905,0.3005942846053992
766271872,12,246672,Q2,Tier1_새벽배송가능권(가정),30s_F,1.0,0,0.5036457765623992,0.3004417985564582
595018752,2,6318,Q1_저가,Tier3_배송취약권(가정),30s_F,0.0,0,0.10345570013248738,0.3003642659924793
659106432,20,393595,Q2,Tier1_새벽배송가능권(가정),30s_F,,0,0.5643197912324467,0.3003037179473582
615228736,1,24696,Q2,Tier2_익일배송표준권(가정),40s_F,0.0,0,0.36111744263022894,0.3002355111171231
510600448,4,67003,Q1_저가,Tier3_배송취약권(가정),40s_M,0.0,0,0.4524795035780728,0.3000907403678522
769091136,10,353348,Q3,Tier1_새벽배송가능권(가정),40s_F,0.0,0,0.4248367428911053,0.30003782470795654
255060800,2,83468,Q3,Tier3_배송취약권(가정),30s_F,0.0,0,0.26151917899409066,0.2998336358217772
878318592,3,106634,Q3,Tier2_익일배송표준권(가정),50s_F,0.0,0,0.5508273188631664,0.29968629922783774
510678400,4,173502,Q3,Tier3_배송취약권(가정),30s_F,0.0,0,0.4874383709833666,0.29962278077329274
1603559872,11,312436,Q2,Tier1_새벽배송가능권(가정),<30_F,0.0,0,0.5232153530014958,0.29961968969246766
1569205312,6,233977,Q3,Tier3_배송취약권(가정),30s_F,1.0,0,0.6421907131815762,0.2993801702235151
1147685440,6,210110,Q3,Tier3_배송취약권(가정),50s_F,1.0,0,0.6196378555999608,0.2992513164513884
274092224,12,179764,Q1_저가,Tier2_익일배송표준권(가정),30s_F,0.0,0,0.49611508715944597,0.29923270342593455
67189056,11,325452,Q2,Tier1_새벽배송가능권(가정),40s_F,1.0,0,0.5573800791035927,0.2990473511837352
834808384,10,150530,Q1_저가,Tier3_배송취약권(가정),40s_F,0.0,0,0.7184722316879594,0.2990383652791264
1486717248,4,156504,Q3,Tier3_배송취약권(가정),40s_F,0.0,0,0.4930659122713921,0.29903436388569443
368258240,2,105293,Q4_고가,Tier2_익일배송표준권(가정),40s_F,,0,0.3646510992011518,0.2989719523295153
881171264,5,323727,Q4_고가,Tier1_새벽배송가능권(가정),<30_F,0.0,0,0.5075006147254554,0.29878964568881156
1005174336,2,170765,Q4_고가,Tier3_배송취약권(가정),<30_F,0.0,0,0.5299507758896816,0.29868481053906826
206439168,3,128840,Q3,Tier3_배송취약권(가정),60+_F,0.0,0,0.33250345868425407,0.2986501149378077
798317568,2,44032,Q2,Tier3_배송취약권(가정),30s_M,0.0,0,0.5223992637377075,0.29862298427073053
48859200,1,75619,Q4_고가,Tier3_배송취약권(가정),30s_M,0.0,0,0.3497728061125724,0.2982109946506181
427347712,8,287001,Q3,Tier3_배송취약권(가정),50s_F,1.0,0,0.45068601056641394,0.2981313340937686
1474345152,1,88063,Q4_고가,Tier2_익일배송표준권(가정),30s_F,1.0,0,0.5029104558869124,0.298101274235161
1357721536,1,61262,Q4_고가,Tier2_익일배송표준권(가정),30s_F,0.0,0,0.43678221092216785,0.29800658811655567
1270023680,1,11391,Q1_저가,Tier3_배송취약권(가정),60+_F,0.0,0,0.13764460905080214,0.2979527827988878
1029848000,2,89402,Q3,Tier2_익일배송표준권(가정),40s_F,1.0,0,0.42367804086023075,0.2979020064583134
1227452608,16,282469,Q1_저가,Tier3_배송취약권(가정),30s_F,0.0,0,0.6576228054758909,0.29778185451188954
729289216,20,276643,Q1_저가,Tier2_익일배송표준권(가정),30s_F,0.0,0,0.5821123462735431,0.2975085535148942
1564160704,13,345701,Q2,Tier2_익일배송표준권(가정),40s_F,0.0,0,0.4452911802205538,0.2974682377629967
392336128,3,19240,Q1_저가,Tier2_익일배송표준권(가정),40s_F,,1,0.18711650553032716,0.2974071112751229
473378368,2,29960,Q1_저가,Tier3_배송취약권(가정),40s_F,0.0,0,0.35374790991148514,0.29740465576792047
1531021824,21,409686,Q2,Tier2_익일배송표준권(가정),30s_F,0.0,0,0.4962152815609446,0.2973517950003167
696009280,11,254998,Q2,Tier3_배송취약권(가정),30s_F,0.0,0,0.48342820409889004,0.29719920105979614
1295274560,2,87489,Q3,Tier3_배송취약권(가정),60+_F,,0,0.2754278278814853,0.2968987088793571
743404096,3,282475,Q4_고가,Tier3_배송취약권(가정),50s_F,,0,0.47150940007004183,0.2965031474788012
974136448,8,175149,Q2,Tier1_새벽배송가능권(가정),30s_F,0.0,0,0.5588005658700325,0.29649828772143033
1064106048,6,113142,Q2,Tier3_배송취약권(가정),50s_F,0.0,0,0.37505623894980333,0.2964347594827797
1267313920,10,226474,Q2,Tier2_익일배송표준권(가정),30s_F,,0,0.6500276478846253,0.29631863458949936
663304704,2,237006,Q4_고가,Tier1_새벽배송가능권(가정),40s_F,0.0,0,0.3837259565942511,0.29620138770591714
695433920,13,273069,Q2,Tier2_익일배송표준권(가정),30s_F,0.0,0,0.4910145993073375,0.2960525496516461
1255745472,7,313548,Q3,Tier3_배송취약권(가정),40s_F,0.0,0,0.39905730644135634,0.29601445734430387
337133120,10,187516,Q2,Tier1_새벽배송가능권(가정),40s_F,0.0,0,0.4792355344092259,0.2960098175916004
140445376,6,284521,Q4_고가,Tier1_새벽배송가능권(가정),30s_F,,0,0.370768859571885,0.2959829809808675
441002304,5,96488,Q2,Tier3_배송취약권(가정),30s_F,0.0,0,0.5224329158678399,0.29581085826797227
580855616,5,242751,Q4_고가,Tier1_새벽배송가능권(가정),40s_F,0.0,0,0.35849784370966303,0.2958096195396484
861798336,2,120183,Q4_고가,Tier1_새벽배송가능권(가정),<30_F,0.0,0,0.34535411949298656,0.29577141726109185
1617377792,1,163109,Q4_고가,Tier1_새벽배송가능권(가정),<30_F,1.0,0,0.5915608771347569,0.29565322798687405
838199296,2,56725,Q2,Tier2_익일배송표준권(가정),40s_F,0.0,0,0.3058440260059627,0.29553729853095817
325527552,1,76002,Q4_고가,Tier3_배송취약권(가정),60+_F,,0,0.4892489436054808,0.29535247405218723
1544167872,9,255000,Q2,Tier3_배송취약권(가정),30s_F,1.0,0,0.43348262850637553,0.2953343311645698
177064256,1,33119,Q3,Tier1_새벽배송가능권(가정),40s_F,,0,0.3743647121293426,0.2953149399380457
323502656,5,37331,Q1_저가,Tier2_익일배송표준권(가정),40s_F,0.0,0,0.2651407656258132,0.2951928002353117
990107328,1,9809,Q1_저가,Tier3_배송취약권(가정),30s_F,0.0,0,0.05328216321275602,0.29510107105013206
465163712,10,102471,Q1_저가,Tier3_배송취약권(가정),30s_F,,0,0.3800259369036414,0.29509130957022994
515875200,4,181104,Q3,Tier3_배송취약권(가정),40s_F,0.0,0,0.3048673607949369,0.2950887105996372
784722368,7,184932,Q2,Tier3_배송취약권(가정),50s_F,0.0,0,0.521572191359628,0.2950409775700132
1297342144,17,327743,Q2,Tier2_익일배송표준권(가정),40s_F,1.0,0,0.6560554479040699,0.2950293703769174
1120068160,3,71407,Q2,Tier3_배송취약권(가정),50s_F,0.0,0,0.4605854541383696,0.29486267158694746
252662848,11,176511,Q1_저가,Tier2_익일배송표준권(가정),30s_M,0.0,0,0.4820400528329061,0.2948338807799668
358094784,7,163778,Q2,Tier1_새벽배송가능권(가정),60+_F,,0,0.6141914393830732,0.2948130244659155
326733952,15,196323,Q1_저가,Tier1_새벽배송가능권(가정),40s_F,0.0,0,0.4749470365091524,0.2946435704517886
1306206400,6,182540,Q3,Tier1_새벽배송가능권(가정),<30_F,0.0,0,0.3637559373272506,0.2944994590170537
1487309312,2,82414,Q3,Tier3_배송취약권(가정),40s_F,0.0,0,0.24569243406603083,0.2944417997151688
176982592,5,188089,Q3,Tier3_배송취약권(가정),30s_F,0.0,0,0.5795158915830042,0.29426493425004624
444504576,1,98976,Q4_고가,Tier1_새벽배송가능권(가정),30s_F,1.0,0,0.5244521759861307,0.2942246300579864
393869184,1,24600,Q2,Tier1_새벽배송가능권(가정),40s_F,1.0,0,0.21724673116567264,0.2942079867513592
847479296,1,20676,Q2,Tier3_배송취약권(가정),30s_M,0.0,0,0.3164945749874887,0.294182334099228
159022080,19,245527,Q1_저가,Tier3_배송취약권(가정),50s_F,,0,0.4836053302619783,0.2941777979145128
730050176,8,198373,Q2,Tier1_새벽배송가능권(가정),50s_F,0.0,0,0.512041801759225,0.29414620772920963
232330368,6,240832,Q3,Tier3_배송취약권(가정),30s_F,0.0,0,0.39731221400496597,0.29406982002156945
1149550720,8,305826,Q3,Tier2_익일배송표준권(가정),30s_F,0.0,0,0.412239492289481,0.294049118965782
1212749376,1,85670,Q4_고가,Tier1_새벽배송가능권(가정),30s_F,0.0,0,0.4269516956148942,0.29371498989977035
188074048,8,337610,Q3,Tier1_새벽배송가능권(가정),40s_F,0.0,0,0.3553322327729557,0.29349861351572304
479456768,4,129987,Q3,Tier1_새벽배송가능권(가정),50s_F,1.0,0,0.4664736480698052,0.29349171091314724
672811136,4,183111,Q3,Tier1_새벽배송가능권(가정),30s_F,0.0,0,0.42081456813951074,0.2933059798009874
1383562624,3,247533,Q4_고가,Tier1_새벽배송가능권(가정),30s_M,1.0,0,0.4908535665533954,0.2932361708949253
244555840,6,90265,Q1_저가,Tier1_새벽배송가능권(가정),60+_F,,0,0.6796868847492118,0.29321647229083575
764118912,5,194217,Q3,Tier2_익일배송표준권(가정),40s_F,0.0,0,0.518838241719535,0.2931485663465513
898237184,4,229156,Q4_고가,Tier3_배송취약권(가정),30s_F,0.0,0,0.47953325300154115,0.29308847626921103
1574509760,14,261082,Q1_저가,Tier3_배송취약권(가정),<30_F,0.0,0,0.7013293374780714,0.2930707563885176
