회원번호,age_gender_segment,treatment_h4,p_control,p_treated,uplift
54119104,40s_F,1.0,0.11036049389517595,0.1432639974768403,0.03290350358166434
54256448,40s_F,0.0,0.174560614690524,0.21817837992575315,0.043617765235229145
54416064,60+_F,1.0,0.8179299042999753,0.8459594553997062,0.02802955109973093
54603520,40s_F,0.0,0.5280356767600023,0.5358875961006941,0.007851919340691849
54605376,60+_F,0.0,0.9505695312642518,0.8987717118235851,-0.05179781944066675
54612800,40s_F,0.0,0.07464229331864931,0.07951790208340459,0.0048756087647552765
54616512,40s_F,0.0,0.906991223513937,0.9079067497749981,0.0009155262610610615
54623936,60+_F,0.0,0.9379896917189616,0.9114779229677599,-0.02651176875120176
54907904,40s_F,0.0,0.1310026628567755,0.1504089412728545,0.019406278416079004
54911616,40s_F,,0.6342459616152887,0.6483432501830836,0.014097288567794908
54954304,40s_F,0.0,0.08049861914699079,0.08062964408448307,0.0001310249374922856
55204864,60+_M,0.0,0.7174727741958378,0.7064052522991371,-0.011067521896700683
55455424,50s_M,1.0,0.37316074881139927,0.3225897785536879,-0.050570970257711345
55535232,40s_F,0.0,0.4885584959235007,0.49381126965950095,0.005252773736000249
55548224,60+_M,0.0,0.11855552782187435,0.14212723308659211,0.02357170526471776
55557504,40s_F,0.0,0.37688634008876987,0.4205510163621946,0.04366467627342474
55835904,40s_F,0.0,0.3722080072892403,0.397860619338049,0.0256526120488087
55947264,40s_F,0.0,0.3666701493103989,0.37200918727456006,0.005339037964161186
55988096,60+_M,1.0,0.08602011173390305,0.1371599860142093,0.051139874280306266
56470656,60+_F,0.0,0.07180097399064228,0.09594555034009858,0.024144576349456298
56507776,60+_F,0.0,0.3473172797347733,0.36358759362585075,0.01627031389107747
56511488,50s_F,0.0,0.0769741662748948,0.09202097016475523,0.015046803889860433
56528192,50s_F,0.0,0.08919371335517993,0.14560500480126629,0.05641129144608635
56530048,50s_F,,0.47992605367790786,0.43327704983736093,-0.04664900384054693
56567168,40s_F,0.0,0.8417759173100167,0.8904916807630072,0.04871576345299056
56570880,50s_F,1.0,0.7649016834449963,0.7728645092740445,0.00796282582904817
56576448,50s_F,0.0,0.7604797667109884,0.799864661420077,0.03938489470908857
56646976,50s_F,,0.7859446839820801,0.8340265730755719,0.04808188909349187
56648832,40s_F,,0.5748679916531444,0.6266605511928728,0.05179255953972839
