antecedents,consequents,support,confidence,lift
과일채소,잎/줄기채소,0.02423210957127806,0.303581318072734,1.414562419605689
잎/줄기채소,과일채소,0.02423210957127806,0.11291153146348999,1.414562419605689
잎/줄기채소,뿌리채소,0.032071259642375616,0.1494387036973463,1.4115920254810437
뿌리채소,잎/줄기채소,0.032071259642375616,0.30294383742779596,1.4115920254810437
잎/줄기채소,열매채소,0.04415416012790192,0.20573998420817743,1.4109176594882638
열매채소,잎/줄기채소,0.04415416012790192,0.3027991107518189,1.4109176594882635
잎/줄기채소,"알, 양념채소",0.010793566592253683,0.05029352191973635,1.4002644998243887
뿌리채소,버섯,0.012863868443737153,0.12151158744519452,1.3981558369234324
버섯,뿌리채소,0.012863868443737153,0.14801627670396744,1.3981558369234321
육가공,밀가공,0.017770704860420396,0.16784968684759916,1.388388698039965
밀가공,육가공,0.017770704860420396,0.14699250411359618,1.388388698039965
음료,유제품,0.02411422761532171,0.17325710655867874,1.3617472821879035
유제품,음료,0.02411422761532171,0.18953037234350573,1.3617472821879035
밑반찬,육가공,0.011825033706871782,0.14416599299380223,1.3616914448890594
육가공,밑반찬,0.011825033706871782,0.1116910229645094,1.3616914448890594
버섯,양념채소,0.01723286843636953,0.19828755510342488,1.3594671701082364
양념채소,버섯,0.01723286843636953,0.11814921452745364,1.3594671701082361
버섯,열매채소,0.01715919221389681,0.19743981010512038,1.3539969677525203
열매채소,버섯,0.01715919221389681,0.11767380759902991,1.3539969677525203
유제품,과일채소,0.013703777379926176,0.10770745266083734,1.3493654091012361
과일채소,유제품,0.013703777379926176,0.17168174266199002,1.349365409101236
빵,과자,0.022692276521598186,0.19601603767580986,1.3486622789932579
과자,빵,0.022692276521598186,0.15613119075378923,1.3486622789932579
과일,유제품,0.01691606067973683,0.17134328358208956,1.3467052253930993
유제품,과일,0.01691606067973683,0.13295500608025942,1.3467052253930993
빵,떡,0.013246984800595303,0.11442754407178769,1.3347487220109722
떡,빵,0.013246984800595303,0.15452045376418014,1.3347487220109722
