회원번호,y_repurchase_14d,label_observable_flag,ever_cancelled,avg_leadtime
1261487936,0,1,0,2.3333333333333335
1261541760,1,1,1,2.6717171717171717
1261619712,0,1,0,2.0
1261666112,1,1,1,2.2142857142857144
1262167232,1,1,0,2.235294117647059
1262185792,1,1,1,2.423076923076923
1262235904,0,1,1,2.0833333333333335
1262375104,0,1,0,2.0
1262518016,1,1,1,2.772727272727273
1262519872,0,1,0,2.533333333333333
1262666496,0,1,0,2.5
1262965312,1,1,0,2.3095238095238093
1263076672,0,1,1,2.1739130434782608
1263143488,0,1,0,2.5454545454545454
1263160192,0,1,0,2.9
1263262272,0,1,0,3.0
1263477568,1,1,1,2.672727272727273
1263483136,0,1,1,2.5714285714285716
1263691008,0,1,0,3.0
1263917440,0,1,0,1.2
1263921152,0,1,0,1.8
1263948992,0,1,0,2.4
1263969408,0,1,0,1.7
1264054784,0,1,0,2.5
1264227392,0,1,1,2.9365079365079363
1264244096,1,1,0,2.2051282051282053
1264977216,0,1,1,2.5384615384615383
1265094144,1,1,1,2.4
1265142400,0,1,0,3.0
1265255616,1,1,0,2.6666666666666665
1265340992,0,1,1,2.4925373134328357
1265771584,0,1,1,2.4285714285714284
1266131648,1,1,1,1.8421052631578947
1266165056,0,1,0,4.0
1266371072,0,1,1,2.5
1266423040,0,1,1,3.1
1266426752,0,1,1,2.6470588235294117
1266924160,1,1,0,2.2
1266974272,0,1,1,2.6315789473684212
1267028096,0,1,1,1.0
1267239680,0,1,0,2.4615384615384617
1267313920,1,1,1,1.8636363636363635
1267516224,0,1,0,2.0
1267616448,0,1,1,3.0
1267714816,1,1,1,2.5
1267759360,1,1,1,2.210526315789474
1267761216,1,1,1,2.9047619047619047
1268011776,0,1,0,1.0
1268421952,1,1,1,1.85
1268627968,0,1,0,1.0
1268707776,0,1,1,3.0
1268787584,0,1,0,3.357142857142857
1268928640,0,1,1,2.0
1269427904,0,1,1,2.6315789473684212
1269823232,0,1,0,2.0
1269919744,0,1,1,2.3972602739726026
1270023680,0,1,0,2.0
1270051520,0,1,1,2.158139534883721
1270541504,0,1,1,2.4827586206896552
1270719680,1,1,1,2.4495798319327733
1270866304,0,1,0,2.0
1270968384,0,1,1,2.0
1271313600,0,1,1,2.417910447761194
1271515904,0,1,0,2.0
1271527040,1,1,1,2.0930232558139537
1271816576,1,1,1,2.4210526315789473
1272508864,1,1,1,2.3714285714285714
1272532992,0,1,0,2.0
1272536704,0,1,0,1.0
1272672192,1,1,1,2.0714285714285716
1272987712,1,1,1,2.0476190476190474
1273115776,0,1,0,2.5
1273305088,0,1,0,2.5833333333333335
1273344064,0,1,1,1.0
1273462848,0,1,0,2.2
1273509248,0,1,0,1.875
1273765376,1,1,1,2.5428571428571427
1273850752,0,1,0,2.727272727272727
1274385280,0,1,0,2.0
1274544896,1,1,1,2.6037735849056602
1274589440,0,1,0,3.0
1274721216,1,1,0,2.0
1274741632,0,1,0,1.5
1274799168,0,1,1,2.4705882352941178
1274895680,1,1,1,3.375
1274910528,0,1,0,1.8
1274919808,0,1,1,2.3
1274964352,0,1,1,2.6666666666666665
1275213056,1,1,1,1.75
1275305856,1,1,1,2.1
1275782848,0,1,0,2.0
1275784704,0,1,0,1.6666666666666667
1275842240,0,1,1,1.9714285714285715
1275968448,0,1,0,1.0
1276207872,0,1,0,2.0
1276330368,0,1,1,3.0
1276532672,0,1,0,3.6
1276890880,1,1,1,2.0
1276924288,1,1,1,2.104761904761905
1277111744,0,1,0,2.0
1277163712,0,1,1,2.264705882352941
1277171136,0,1,0,3.0
1277256512,0,1,0,2.0
1277297344,0,1,0,2.0
1277354880,1,1,1,2.452830188679245
1277568320,0,1,0,3.5
1277674112,1,1,1,2.4743589743589745
1277980352,1,1,1,2.6538461538461537
1278379392,1,1,0,2.1666666666666665
1278388672,0,1,1,2.652173913043478
1278418368,0,1,1,2.3541666666666665
1278650368,0,1,0,3.3333333333333335
1278785856,0,1,0,3.0
1278904640,0,1,1,1.0
1278913920,0,1,1,2.390625
1278936192,0,1,0,3.6666666666666665
1279040128,1,1,1,2.259259259259259
1279142208,0,1,0,2.4615384615384617
1279311104,1,1,1,2.3
1279576512,0,1,0,2.4479166666666665
1279641472,1,1,1,2.5841584158415842
1279695296,0,1,1,3.5714285714285716
1279728704,0,1,1,2.2666666666666666
1280201984,0,1,0,2.0
1280233536,1,1,1,2.6054421768707483
1280359744,1,1,0,2.5
1280415424,1,1,0,2.411764705882353
1280671552,0,1,0,1.9090909090909092
1280931392,1,1,1,2.3656716417910446
1280996352,0,1,0,2.727272727272727
1281180096,0,1,1,1.85
1281460352,0,1,1,2.9444444444444446
1281486336,1,1,1,2.3120567375886525
1281634816,0,1,0,1.0
1281712768,0,1,0,2.25
1281931776,0,1,0,2.7142857142857144
1281983744,0,1,1,1.5
1282067264,0,1,1,2.7777777777777777
1282074688,0,1,1,2.4
1282141504,1,1,1,2.519230769230769
1282308544,0,1,0,2.125
1282477440,0,1,0,3.6666666666666665
1282494144,0,1,0,2.0
1282575808,0,1,0,2.5
1282748416,0,1,0,2.769230769230769
1282880192,0,1,0,1.9285714285714286
1283039808,1,1,1,2.5301204819277108
1283084352,0,1,0,1.5555555555555556
1283121472,1,1,1,2.484029484029484
1283151168,1,1,1,2.2556818181818183
1283208704,0,1,1,2.8181818181818183
1283214272,0,1,0,1.0
1283336768,1,1,1,2.381818181818182
1283416576,1,1,1,2.533333333333333
1283591040,0,1,1,3.142857142857143
1283733952,0,1,0,3.0
1283945536,0,1,0,2.2857142857142856
1283954816,1,1,1,2.4516129032258065
1283980800,1,1,1,2.5294117647058822
1283997504,1,1,1,2.3253968253968256
1284016064,1,1,1,3.2
1284160832,1,1,0,2.0
1284298176,0,1,0,2.6666666666666665
1284314880,0,1,0,3.0
1284376128,1,1,1,2.4340425531914893
1284457792,1,1,1,2.6964285714285716
1284571008,0,1,0,2.0
1284589568,0,1,1,2.7222222222222223
1284591424,1,1,1,2.5891472868217056
1284619264,1,1,1,1.5263157894736843
1284699072,1,1,1,2.2519083969465647
1284743616,1,1,1,1.8888888888888888
1284793728,0,1,1,2.76
1284847552,1,1,0,2.6666666666666665
1285183488,0,1,0,1.5555555555555556
