회원번호,preperiod_제철구매비율,treatment_h4,p_control_logit,p_treated_logit,uplift_logit,p_control_rf,p_treated_rf,uplift_rf
1231944128,0.0,0.0,0.06591292411050385,0.0525373046155827,-0.013375619494921151,0.0856843045220917,0.12121899539838285,0.035534690876291145
1231945984,0.0909090909090909,0.0,0.39338858308015695,0.37398558846576824,-0.019402994614388713,0.34590543305239563,0.39224956965319163,0.046344136600796004
1231958976,0.0869565217391304,0.0,0.473151750163496,0.48689665350717826,0.01374490334368228,0.4942513597820581,0.4750601918065943,-0.019191167975463774
1232135296,0.0,0.0,0.05458284044508107,0.0435824251151989,-0.01100041532988217,0.06694616316335339,0.07874770678166904,0.011801543618315646
1232181696,0.0,,0.3113349186175339,0.3155321094123328,0.004197190794798911,0.2779136558376369,0.2839638338964555,0.006050178058818634
1232196544,0.0,0.0,0.11504500019590227,0.08909415562101348,-0.02595084457488879,0.13135870351284912,0.13298160628764497,0.001622902774795848
1232267072,0.0769230769230769,0.0,0.5481591800105615,0.5364143679587416,-0.011744812051819875,0.48186968214484616,0.5634519606730848,0.08158227852823863
1232408128,0.027027027027027,,0.8463567790849144,0.8965060871096623,0.05014930802474793,0.8021214834141785,0.7879958168421889,-0.014125666571989659
1232480512,0.0263157894736842,0.0,0.5196802364434604,0.5583153693362859,0.0386351328928255,0.5610089015593434,0.6018526820486273,0.04084378048928394
1232775616,0.0303030303030303,0.0,0.7783258914330254,0.8208935847883293,0.04256769335530386,0.7633942169442008,0.7579262573678764,-0.005467959576324399
1232888832,0.0,,0.04760854289886915,0.03508300046687316,-0.012525542431995988,0.05908512990482805,0.05821736558148208,-0.000867764323345975
1233159808,0.0625,0.0,0.6908340108211912,0.7255771664358598,0.034743155614668564,0.5659864949453641,0.548564164900488,-0.017422330044876144
1233336128,0.2592592592592592,0.0,0.7138025639002258,0.6819303093457559,-0.03187225455446985,0.6861959769241647,0.5959676135239016,-0.09022836340026308
1233432640,0.1428571428571428,0.0,0.21865747653961612,0.20040369685603357,-0.01825377968358255,0.23437069727714918,0.25739049880743753,0.023019801530288347
1233506880,0.0,0.0,0.08111227107386591,0.07746083998391076,-0.003651431089955151,0.11447055963736412,0.11507879059009087,0.000608230952726746
1233746304,0.1153846153846153,0.0,0.45798473654700383,0.45780973683097886,-0.00017499971602497055,0.34331525372922456,0.43209050580693636,0.08877525207771181
1233922624,0.0,0.0,0.03869473522492174,0.03332384224117246,-0.005370892983749279,0.057333542379208444,0.08501022002382007,0.027676677644611625
1233946752,0.0,0.0,0.047630699582815864,0.04066083546758396,-0.006969864115231907,0.06589296336858175,0.08240811301146046,0.016515149642878715
1233957888,0.0,0.0,0.784676611115193,0.8069401955864147,0.022263584471221676,0.6241949743750801,0.5890893656380184,-0.0351056087370617
1234024704,0.0,0.0,0.22841184621429383,0.24999046256941143,0.021578616355117597,0.28251137404837157,0.25607072116515717,-0.0264406528832144
1234030272,0.0,0.0,0.09471009727604389,0.07322789507168884,-0.021482202204355053,0.09357367565168463,0.08311700723899783,-0.010456668412686804
1234061824,0.0,0.0,0.041894141475782014,0.03403329249554571,-0.007860848980236305,0.06622211411875653,0.08484745062871077,0.018625336509954238
1234074816,0.0,0.0,0.1267995167199061,0.10943020798590998,-0.017369308733996128,0.12175867775712361,0.10272890582154069,-0.019029771935582918
1234115648,0.0,0.0,0.39853190239587366,0.4147710956820212,0.016239193286147535,0.4416132466521485,0.36129810717144123,-0.08031513948070729
1234355072,0.0,0.0,0.6209521136813235,0.5982949172847302,-0.02265719639659336,0.40786329728322124,0.41683794273781805,0.008974645454596808
1234473856,0.1025641025641025,1.0,0.7820827238015076,0.8417461283267138,0.05966340452520624,0.6798166286404163,0.694362175168773,0.014545546528356712
1234598208,0.0,0.0,0.044184414683754,0.03448084510187357,-0.009703569581880435,0.0789109789394141,0.07934009092067218,0.0004291119812580846
1234793088,0.0,,0.21020154329459872,0.20560658841157006,-0.004594954883028662,0.2156804605053738,0.22454159256152778,0.008861132056153992
1234948992,0.0833333333333333,,0.719430089442,0.7628908040395722,0.04346071459757217,0.7690069796144074,0.7254582796221112,-0.04354869999229627
1234965696,0.0798816568047337,0.0,0.9530345403278605,0.965580532556488,0.012545992228627512,0.9221652047648926,0.9377308797811216,0.015565675016228964
1235080768,0.0,0.0,0.0633013817474064,0.05909529545720017,-0.004206086290206232,0.09457677122932848,0.14243427698698694,0.04785750575765846
1235132736,0.6,0.0,0.1549355627020193,0.111976804616875,-0.04295875808514431,0.16499829951926714,0.17863668817095546,0.013638388651688316
1235179136,0.1034482758620689,0.0,0.34333349090306875,0.3250005190312449,-0.018332971871823867,0.34749255156714687,0.3861301626880564,0.03863761112090952
1235325760,0.1243781094527363,0.0,0.9366207554347591,0.9406603584918497,0.004039603057090613,0.8816721163727181,0.896433825531643,0.01476170915892483
1235409280,0.0,0.0,0.5340845977098442,0.5353387071543122,0.0012541094444680212,0.4351551322743559,0.507833145025713,0.07267801275135705
1235513216,0.0,0.0,0.03941978780371952,0.03451816634213187,-0.004901621461587652,0.07524289228267961,0.09039558578191523,0.01515269349923562
1235815744,0.0714285714285714,1.0,0.5793763753450186,0.5710156415773282,-0.00836073376769042,0.5700608708830454,0.5192784414351821,-0.050782429447863264
1235964224,0.0,0.0,0.08446286226813801,0.07870635958281422,-0.005756502685323794,0.08723980323166383,0.10683504177441908,0.019595238542755244
1235992064,0.0258620689655172,0.0,0.921392150754253,0.9477765991211597,0.026384448366906788,0.8480747021046091,0.7911744544948968,-0.05690024760971235
1236019904,0.0,,0.06881802505511414,0.056816711543568724,-0.012001313511545417,0.08113779409093054,0.10339944135136654,0.022261647260436
1236237056,0.1327800829875518,,0.956077607642443,0.9608043686305641,0.0047267609881210815,0.9137783896151493,0.9290351991665361,0.015256809551386752
1236339136,0.0,1.0,0.48179736357560615,0.5048033541924156,0.02300599061680947,0.3513860522008909,0.37634289529649206,0.024956843095601144
1236346560,0.0,,0.3380187718597807,0.3108025843634185,-0.027216187496362176,0.3067927946278138,0.30067551614363597,-0.006117278484177813
